juego,equipo,nombre,posicion,elemento,FP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts,tecnicas
IE1,Raimon,Mark Evans,PR,tierra,191,184,72,72,70,77,68,69,79,God Hand | Grenade Shot | Majin The Hand | Triple Defence
IE2,Fukuoka,Gregg Deremer,PR,fuego,156,150,76,56,67,45,62,63,28,Toughness Block | Earthquake | Power Shield | Sliding Goal
IE2,Fukuoka,Dany Destiny,DF,fuego,202,149,54,61,62,54,60,68,62,Whirlwind Twister | About Face | Volcano Cut | Big Fan
IE2,Fukuoka,Anton Donce,MC,aire,116,118,53,56,42,72,42,58,61,Ghost Pull | Bubble Gum | Clone Faker | Cyclone
IE2,Fukuoka,Hiroshi Dot (*),MC,aire,187,154,58,70,40,67,53,68,53,Heat Tackle | Phantom Shot | Clone Faker | Kung Fu Fighting
IE2,Fukuoka,Paul Downs,MC,aire,173,194,48,52,71,41,53,57,62,Flurry Dash | Blade Attack | Illusion Ball | Heaven's Time
IE2,Fukuoka,Terry Dryden,MC,fuego,121,112,45,47,41,47,50,51,50,Dash Accelerator | Tarzan Kick | Illusion Ball | Whirlwind Cut
IE2,Fukuoka,Sonny East,PR,bosque,125,108,59,60,50,40,49,63,68,Fireball Knuckle | Rocket Kobushi | Blazing Knuckle | Fake Ball
IE2,Fukuoka,Ebirina (*),MC,bosque,171,132,45,56,66,49,52,56,53,Charm Up! | Cyclone | Deceptor Dribble | Prima Donna
IE2,Fukuoka,Ei King (Ei) (*),DF,fuego,101,148,71,55,56,56,60,68,70,Quick Draw | Magic | Heat Tackle | Flame Dance
IE2,Fukuoka,Oscar Esher,PR,aire,81,94,35,31,28,36,38,32,32,Toughness Block | Sumo Stomp | Safety First | Coil Turn
IE2,Fukuoka,Ben Evolent,DL,aire,169,154,68,52,60,60,52,59,52,Killer Slide | Fake Ball | Flame Dance | Acrobat Bomber
IE2,Fukuoka,Florian Fauna,DL,aire,217,152,63,79,61,54,60,77,59,Recovery | Freeze Shot | Bubble Gum | Blazing Knuckle
IE2,Fukuoka,Cary Fearless,DL,fuego,105,152,65,61,60,58,61,70,68,Heel Kick | Heat Tackle | Double Grenade | Dragon Cannon
IE2,Fukuoka,Kay Gateley,DL,fuego,123,154,62,68,62,68,56,60,71,Blade Attack | Zigzag Spark | Prima Donna | Inazuma Drop
IE2,Fukuoka,Griff Hardcasel,DL,fuego,169,148,61,63,70,62,63,60,66,Heel Kick | Dark Tornado | Acrobat Bomber | Big Fan
IE2,Fukuoka,Ed Hartsell,DF,aire,90,140,61,61,58,62,52,64,58,Killer Slide | Whirlwind Twister | Heat Tackle | Shadow Stitch
IE2,Fukuoka,Hide King (Hide) (*),DF,tierra,103,130,49,60,55,69,65,62,55,Doppelganger | Moonsault | Blade Attack | Spinning Cut
IE2,Fukuoka,Angus Hogg,DL,bosque,136,61,44,44,41,44,43,45,54,Tarzan Kick | Heel Kick | Dirt Ball | Run Ball Run
IE2,Fukuoka,Erica Hogland,DL,bosque,149,145,44,59,66,53,52,52,57,Dirt Ball | Cross Drive | Clone Faker | Shine Drive
IE2,Fukuoka,Dom Ittory,PR,tierra,160,132,51,52,60,44,62,62,52,Fireball Knuckle | Fireball Head | Volcano Cut | Inazuma Drop
IE2,Fukuoka,Jan Jared,DF,fuego,129,117,59,54,52,59,45,53,50,Killer Slide | Flower Power | Fake Bomber | Volcano Cut
IE2,Fukuoka,Chad Jowell,PR,tierra,90,148,72,62,63,61,60,60,55,Sumo Stomp | Swan Dive | Wild Claw | Utter Gutsiness Catch
IE2,Fukuoka,Harry Keenan,DL,fuego,158,181,67,68,67,79,71,71,62,Phantom Shot | Fake Ball | Dark Tornado | Reflect Buster
IE2,Fukuoka,Harpo Kendrick,DL,fuego,134,161,62,65,71,60,78,72,63,Dynamite Shot | Breakthrough | Invisible Fake | Assault Shot
IE2,Fukuoka,Slim Lanky,PR,aire,118,142,44,36,35,58,66,55,63,Swan Dive | Mistral | Aurora Curtain | Clone Defence
IE2,Fukuoka,Doug Lapp,DF,tierra,167,172,66,76,62,76,67,64,70,Earthquake | Cyclone | Whirlwind Cut | Double Cyclone
IE2,Fukuoka,Shu Maimai (*),MC,bosque,165,142,70,53,60,68,32,64,79,Quick Draw | Patriot Shot | Blade Attack | Invisible Fake
IE2,Fukuoka,Ebenezer Marner,DF,fuego,121,130,42,36,31,56,68,63,55,Killer Slide | Poison Fog | Blade Attack | Spinning Cut
IE2,Fukuoka,Frank Meyer,MC,fuego,123,178,54,62,52,63,63,56,61,Bubble Gum | Flame Dance | Shine Drive | Clone Faker
IE2,Fukuoka,Loughrey Mose,DL,aire,143,178,77,69,62,52,52,73,61,Spiral Shot | Dark Tornado | Kung Fu Header | Dual Storm
IE2,Fukuoka,Max Motto,MC,bosque,151,198,63,55,57,56,54,55,56,Rolling Kick | Freeze Shot | Moonsault | Spinning Cut
IE2,Fukuoka,Sandra Mudd,DL,bosque,143,129,47,62,70,44,56,61,61,Meteor Attack | Cross Drive | Bed Of Roses | Ribbon Shower
IE2,Fukuoka,Terry Namby,DL,tierra,125,104,49,41,42,47,40,45,46,Psycho Shot | Bubble Gum | Patriot Shot | Acrobat Bomber
IE2,Fukuoka,Horace Nelson,PR,fuego,92,142,65,56,53,57,56,71,59,Fireball Knuckle | Power Shield | Fake Bomber | Full Power Shield
IE2,Fukuoka,Gyll Netters,DL,aire,125,156,40,38,36,60,60,61,76,Spiral Shot | Zigzag Spark | Cyclone | Kung Fu Fighting
IE2,Fukuoka,Ton Nino (*),MC,aire,151,150,66,60,63,56,55,71,63,Cross Drive | Zigzag Spark | Utter Gutsiness Bat | Rolling Hell
IE2,Fukuoka,Dory O'Bonn,DF,aire,129,110,42,40,51,40,43,40,51,Ghost Pull | Whirlwind Twister | Spider Web | Afterimage
IE2,Fukuoka,Vinny O'Gaines,MC,bosque,158,133,46,61,64,52,52,52,55,Black Magic | Poison Fog | Dark Whirlwind | Heaven's Time
IE2,Fukuoka,Ryan O'Laugh,DF,aire,162,144,54,57,56,55,58,58,60,Defence Scan | Illusion Ball | Shadow Stitch | Clone Defence
IE2,Fukuoka,Paisley Onepiece,DF,aire,77,150,62,61,51,60,52,61,60,Land of Ice | Freeze Shot | Clone Defence | Clone Faker
IE2,Fukuoka,Tim Opener,DF,aire,134,182,45,39,34,74,77,55,59,Psycho Shot | Doppelganger | Land of Ice | Shadow Stitch
IE2,Fukuoka,Audry Orange,MC,fuego,134,112,52,53,48,48,48,56,44,Whirlwind Twister | Dirt Ball | Fake Ball | Baby Dragon
IE2,Fukuoka,Jem Paste,PR,bosque,88,138,46,57,63,55,61,64,56,Power Shield | Flame Dance | Full Power Shield | Clone Block
IE2,Fukuoka,Gwyn Penn,PR,aire,165,176,49,57,71,43,58,53,61,Tornado Catch | Full Power Shield | Land of Ice | Tsunami Wall
IE2,Fukuoka,Bigsby Pigford,DL,aire,156,152,56,53,51,64,68,60,68,Recovery | Utter Gutsiness Bat | Acrobat Bomber | Dash Storm
IE2,Fukuoka,Becca Pilgreen,DF,bosque,160,177,64,76,60,74,68,66,71,Economy! | About Face | Mole Fake | Divine Stamp
IE2,Fukuoka,Guy Pinnay,MC,bosque,182,158,60,55,54,62,58,71,61,Wrath Shot | Patriot Shot | Illusion Ball | Flame Dance
IE2,Fukuoka,Craig Placid,DL,fuego,149,136,61,63,57,63,57,58,79,Tarzan Kick | Heat Tackle | Kung Fu Header | Kung Fu Fighting
IE2,Fukuoka,Vick Pointer,DL,aire,151,129,68,60,53,57,61,61,62,Critical! | Hawk Shot | Deceptor Dribble | Shooting Star
IE2,Fukuoka,Perry Postiche,PR,fuego,217,138,70,59,56,61,56,55,57,Swan Dive | Mistral | Fireball Head | Utter Gutsiness Catch
IE2,Fukuoka,Eaton Rampage,DL,tierra,110,112,51,44,48,50,73,47,37,Sumo Stomp | Tarzan Kick | Super Sumo Stomp | The Wall
IE2,Fukuoka,Harriet Reaching,PR,aire,182,153,60,65,67,64,62,62,65,Rocket Kobushi | Aurora Curtain | Aurora Dribble | Clone Block
IE2,Fukuoka,Marvin Reading,PR,fuego,143,152,70,52,53,36,55,56,79,Mistral | Whirlwind | Moonsault | Aurora Curtain
IE2,Fukuoka,Curtis Rebell,DL,fuego,169,152,56,61,74,62,60,62,68,Wrath Shot | Acrobat Bomber | Mole Shuffle | Dragon Cannon
IE2,Fukuoka,Don Ringo (*),PR,tierra,121,102,50,48,77,47,43,48,39,Pressure Punch | Rocket Kobushi | Bubble Gum | Blazing Knuckle
IE2,Fukuoka,Gary Salmon,PR,tierra,169,144,56,53,59,60,63,60,58,Toughness Block | Wild Claw | The Wall | Gigant Wall
IE2,Fukuoka,Kurt Sermons,PR,tierra,136,164,78,67,60,74,53,69,64,Power Shield | Breakthrough | Flame Breath | Triple Defence
IE2,Fukuoka,Lana Service,DF,aire,156,193,62,77,66,74,66,62,71,Land of Ice | Divine Stamp | Sleeping Dust | Mole Shuffle
IE2,Fukuoka,Martin Sheller,DL,fuego,215,154,68,57,57,69,36,68,62,Super Armadillo | Mole Fake | The Wall | Double Grenade
IE2,Fukuoka,Robin Sherwood,DL,tierra,125,108,49,79,40,70,40,49,40,Teleport Shot | Poison Fog | Patriot Shot | Sumo Stomp
IE2,Fukuoka,Ace Slider,PR,tierra,125,154,72,67,64,73,48,68,68,Cool Up! | Sliding Goal | Full Power Shield | Shooting Star
IE2,Fukuoka,Don Snow,PR,fuego,200,130,60,58,60,64,35,64,61,Toughness Block | Fireball Head | Utter Gutsiness Catch | Safety First
IE2,Fukuoka,Rudy Stemper,MC,bosque,112,130,44,36,35,54,68,52,69,Bewildered | Gyro Head | About Face | Mole Fake
IE2,Fukuoka,Adel Tactor,DF,aire,107,130,66,60,63,64,32,64,75,About Face | Fake Ball | Ribbon Shower | Flower Power
IE2,Fukuoka,Buck Teachey,DF,tierra,134,164,54,60,54,60,60,52,56,About Face | Zigzag Spark | Aurora Dribble | Clone Defence
IE2,Fukuoka,Benny Terra,MC,bosque,77,118,35,32,29,44,56,40,72,Quick Draw | Rodeo Clown | Heel Kick | Gyro Head
IE2,Fukuoka,Vince Tinct,PR,aire,125,152,76,70,61,56,60,69,68,Wood Chopper | Wild Claw | Spinning Cut | Table-Turner
IE2,Fukuoka,Odo Toilette,PR,fuego,85,142,44,60,59,58,66,63,52,No Element | Mistral | About Face | Blazing Knuckle
IE2,Fukuoka,Terry Toolan,DL,aire,169,158,55,63,54,60,56,61,78,Spinning Shot | Dynamite Shot | Heat Tackle | Big Fan
IE2,Fukuoka,Vinny Trioquist,DL,tierra,125,102,60,52,45,45,40,57,54,Rolling Kick | Rainbow Arc | Big Fan | Shooting Star
IE2,Fukuoka,Ralph Vance,DL,fuego,187,164,61,69,74,54,65,66,63,Recovery | Dark Tornado | Mole Shuffle | Divine Stamp
IE2,Fukuoka,Stu Venier,DF,fuego,96,150,41,59,58,52,62,68,54,Blade Attack | Dash Accelerator | Illusion Ball | Clone Defence
IE2,Fukuoka,Ryder Waverly,MC,fuego,125,146,49,39,33,62,60,62,56,Double Touch | Flame Dance | Heat Tackle | Tsunami Boost
IE2,Fukuoka,Will Whist,PR,fuego,138,138,61,36,30,52,62,54,53,Swan Dive | Rocket Kobushi | Breakthrough | Blazing Knuckle
IE2,Fukuoka,Ginny White,DL,aire,110,80,51,52,48,40,44,52,47,Comet Shot | Whirlwind Twister | Back Tornado | Illusion Ball
IE2,Fukuoka,Cash Winfall,DF,fuego,147,140,45,56,67,50,56,53,53,Horn Train | Blade Attack | Afterimage | Bubble Gum
IE2,Fukuoka,Tyche Winham,PR,bosque,81,150,60,56,59,58,63,60,52,Pressure Punch | Blazing Knuckle | Dual Smash | Super Sumo Stomp
IE2,Fukuoka,Ramona Wriston,MC,tierra,103,130,60,71,65,60,39,49,62,Condor Dive | Gyro Head | Bubble Gum | Zigzag Spark
IE2,Okinawa,Rab Acus,DL,aire,77,196,48,63,53,52,64,57,58,Spiral Shot | Blade Attack | Zigzag Spark | Inazuma-1
IE2,Okinawa,Berty Adman,PR,tierra,129,136,48,52,56,59,71,62,55,Toughness Block | Wild Claw | Blade Attack | Table-Turner
IE2,Okinawa,Bill Aegis,DF,tierra,79,152,63,62,40,60,56,68,55,Horn Train | Spider Web | Gale Dash | Cyclone
IE2,Okinawa,Des Ainer,MC,fuego,160,158,71,60,61,63,34,60,59,Super Sumo Stomp | Volcano Cut | Gale Dash | Shine Drive
IE2,Okinawa,Manny Atom,DL,fuego,213,148,67,59,54,68,64,61,54,Grenade Shot | Dynamite Shot | Heat Tackle | Flame Dance
IE2,Okinawa,Cletus Badden,MC,aire,173,154,58,56,54,53,56,63,56,Whirlwind Twister | Poison Fog | Dark Whirlwind | Land Dragon
IE2,Okinawa,Bob Baggum,PR,tierra,149,156,49,53,66,62,56,54,62,Toughness Block | Fake Ball | Shot Pocket | Safety First
IE2,Okinawa,Sam Banks,MC,fuego,96,156,54,56,58,77,28,79,68,Horn Train | Super Armadillo | Earthquake | Mole Fake
IE2,Okinawa,Rose Bedd,MC,fuego,116,136,70,59,53,70,45,60,52,Flurry Dash | Bed Of Roses | Zigzag Spark | Cyclone
IE2,Okinawa,Carl Belcher,PR,bosque,169,136,52,57,59,60,55,56,62,Killer Blade | Shot Pocket | Breakthrough | Full Power Shield
IE2,Okinawa,Serena Besse,MC,bosque,191,176,64,70,70,70,69,60,65,Magic | Ribbon Shower | Prima Donna | Sleeping Dust
IE2,Okinawa,Roman Blac,DF,fuego,145,188,60,76,60,68,68,64,62,Fake Ball | Volcano Cut | Double Cyclone | Armadillo Circus
IE2,Okinawa,Wiley Blinks,DL,fuego,154,146,54,64,35,61,33,55,60,Dirt Ball | Zigzag Spark | Mole Fake | Utter Gutsiness Club
IE2,Okinawa,Gregory Bones,MC,bosque,140,129,49,60,53,60,68,66,63,Magic | Fake Bomber | Mole Shuffle | Dual Strike
IE2,Okinawa,Trey Cultivator (Bonzer),DF,bosque,169,168,42,56,73,51,61,62,60,Killer Slide | About Face | Divine Stamp | Hurricane Arrows
IE2,Okinawa,Ace Breaker,DF,tierra,112,170,57,60,67,71,71,68,70,Blade Attack | Bewildered | Flame Dance | Tsunami Boost
IE2,Okinawa,Theo Broma,DF,fuego,140,128,52,54,49,49,41,55,53,Coil Turn | Flame Dance | Illusion Ball | Revolution V
IE2,Okinawa,Vince Bull,MC,aire,112,133,55,56,52,60,64,64,57,Ghost Pull | Black Magic | Poison Fog | Dark Whirlwind
IE2,Okinawa,David Burnum,DF,fuego,138,104,44,51,52,46,48,46,49,Quick Draw | Rodeo Clown | Double Touch | Back Tornado
IE2,Okinawa,Roman Candler,MC,fuego,171,194,44,52,70,45,62,52,53,Double Touch | Horn Train | Breakthrough | Breakthrough 2
IE2,Okinawa,Walter Card,DL,tierra,79,186,32,30,79,33,39,36,35,Sumo Stomp | Bewildered | Utter Gutsiness Bat | Security Shot
IE2,Okinawa,Troy Carr,DL,aire,169,180,56,56,63,63,53,61,63,Coil Turn | Rodeo Clown | Grenade Shot | Clone Shot
IE2,Okinawa,Sim Cebus,PR,bosque,151,164,79,66,64,79,51,71,60,Slack Off | God Hand | Aurora Curtain | Flame Breath
IE2,Okinawa,Butler Chambers,DL,fuego,123,124,71,58,40,42,48,60,56,Rolling Kick | Flame Dance | Gale Dash | Dragon Tornado
IE2,Okinawa,Carys Chaparon,DL,aire,145,170,78,55,62,82,78,55,56,Condor Dive | Blade Attack | Prima Donna | Acrobat Bomber
IE2,Okinawa,Wally Cooper,DF,bosque,173,144,70,65,48,60,63,71,52,Trickery! | Poison Fog | Double Grenade | Fake Bomber
IE2,Okinawa,Fox Copier,DL,bosque,147,200,60,52,56,54,53,56,60,Teleport Shot | Phantom Shot | Freeze Shot | Kung Fu Fighting
IE2,Okinawa,Andy Craft,DL,bosque,134,106,40,40,47,44,47,41,40,Spinning Shot | Run Ball Run | Double Touch | Super Armadillo
IE2,Okinawa,Nester Damus,PR,aire,143,156,63,60,63,61,53,54,56,Tornado Catch | Doppelganger | Magic | Whirlwind
IE2,Okinawa,Guy Dance,MC,tierra,81,144,42,58,63,62,60,67,55,Dash Accelerator | Bubble Gum | Run Ball Run | Rainbow Arc
IE2,Okinawa,Winn deBreeze,DF,aire,145,158,62,52,53,60,52,52,60,Spiral Shot | Back Tornado | Whirlwind Twister | Cyclone
IE2,Okinawa,Ramsey Faroe,PR,fuego,217,82,37,77,32,71,30,79,34,Afterimage | God Hand | Deceptor Dribble | Gigant Wall
IE2,Okinawa,Jarmon Fisk,DF,tierra,127,132,52,61,50,66,60,60,61,Coil Turn | Fake Ball | Gale Dash | Invisible Fake
IE2,Okinawa,Vin Fleetwood,DL,aire,99,88,71,64,61,69,68,68,65,Spinning Shot | Whirlwind Twister | Zigzag Spark | Back Tornado
IE2,Okinawa,Conn Fuchus,PR,fuego,129,156,75,68,69,79,45,72,64,Power Shield | Blazing Knuckle | Tsunami Wall | Utter Gutsiness Bat
IE2,Okinawa,Garland Gathers,MC,tierra,118,124,56,44,52,44,52,61,46,Monkey Turn | About Face | Kung Fu Header | Clone Faker
IE2,Okinawa,Chris Glover,MC,bosque,105,156,67,62,60,76,38,67,52,Illusion Ball | Deceptor Dribble | Shooting Star | Clone Faker
IE2,Okinawa,Chunk Gorman,DL,tierra,79,146,48,56,57,60,63,52,52,Snake Shot | Rainbow Arc | Bewildered | Mole Shuffle
IE2,Okinawa,Jacob Grimley,DL,aire,138,194,69,58,44,51,44,62,62,Spinning Shot | Wrath Shot | Illusion Ball | Dark Tornado
IE2,Okinawa,Cameron Hameha,MC,bosque,129,116,44,49,58,44,46,55,50,Spiral Shot | Dynamite Shot | Dark Whirlwind | Whirlwind Cut
IE2,Okinawa,Jak Hammerslam (Hammer),DL,fuego,88,158,43,59,52,63,66,64,60,Super Armadillo | Gyro Head | Kung Fu Header | Utter Gutsiness Club
IE2,Okinawa,Marilyn Henshaw,PR,tierra,138,172,68,66,71,74,49,75,60,Big Moves! | Wood Chopper | Fireball Head | Table-Turner
IE2,Okinawa,Claire Hostess,DL,fuego,173,133,69,60,60,56,59,60,61,No Element | Condor Dive | Ribbon Shower | Hawk Shot
IE2,Okinawa,Leon Hotair,DL,aire,167,136,55,58,63,63,52,52,53,Flurry Dash | Gyro Head | Patriot Shot | Divine Arrows
IE2,Okinawa,Nolene Ider,MC,bosque,110,132,53,56,54,60,62,68,55,Tarzan Kick | Bubble Gum | Clone Faker | About Face
IE2,Okinawa,Sandy Insolls,MC,fuego,204,133,44,40,46,52,66,70,57,Double Touch | Volcano Cut | Clone Faker | Clone Defence
IE2,Okinawa,Del Iverryboy,PR,aire,160,136,54,55,64,46,54,54,57,Swan Dive | Shot Pocket | Blade Attack | Safety First
IE2,Okinawa,Manuel Kinart,MC,aire,96,140,50,63,52,62,77,63,57,Lucky! | Afterimage | Shadow Stitch | Clone Faker
IE2,Okinawa,Nick Knack,MC,fuego,151,133,52,54,68,48,53,57,60,Double Touch | Flame Dance | Fire Tornado | Shooting Star
IE2,Okinawa,Hoots Knightly,DF,aire,140,173,69,76,52,70,65,74,63,Comet Shot | Heat Tackle | Fake Bomber | Circus Block
IE2,Okinawa,Teddy Kodiak,MC,tierra,154,148,58,57,60,54,55,61,52,Whirlwind Twister | Poison Fog | Spider Web | Dark Whirlwind
IE2,Okinawa,Stuart Leafe,DL,bosque,134,133,55,52,55,56,63,60,54,Cool Up! | Flurry Dash | Gyro Head | Security Shot
IE2,Okinawa,Harvey Lifter,DF,tierra,129,101,52,53,51,52,53,46,52,Ghost Pull | Fake Ball | Meteor Attack | Bewildered
IE2,Okinawa,Pat Lubow,DF,bosque,123,109,51,47,49,40,49,44,45,Blade Attack | About Face | Flame Dance | Cyclone
IE2,Okinawa,Stu Perstitious (Lucky),DF,fuego,147,170,40,56,69,40,63,53,53,Fake Ball | Mole Fake | Shooting Star | Big Fan
IE2,Okinawa,Dylan Magpie,PR,aire,83,156,48,52,58,59,74,66,57,Tornado Catch | Mistral | Cyclone | Perimeter Zone
IE2,Okinawa,Bamber Mandrina,DF,bosque,213,80,32,71,31,78,36,79,30,Ghost Pull | Spider Web | Black Magic | Dark Whirlwind
IE2,Okinawa,Hugh Marble,DF,tierra,136,112,61,59,46,46,45,54,61,Spinning Cut | Afterimage | Clone Defence | Clone Faker
IE2,Okinawa,Mal Maroon,DF,aire,77,142,45,53,56,54,67,60,56,Coil Turn | Illusion Ball | Whirlwind Cut | Volcano Cut
IE2,Okinawa,Wilma Morgan,PR,fuego,162,138,64,60,52,80,56,69,61,Power Element | Tornado Catch | Claw Slash | Dual Smash
IE2,Okinawa,Blake Nailor,PR,bosque,169,70,48,69,75,78,32,60,54,Toughness Block | Tornado Catch | Fireball Head | Whirlwind
IE2,Okinawa,Bert Neptune,MC,bosque,178,178,64,70,64,64,62,61,61,Comet Shot | Moonsault | Aurora Dribble | Dragon Cannon
IE2,Okinawa,Dan Nettles,PR,bosque,189,136,62,60,58,60,61,38,53,Wild Claw | Sumo Stomp | Shot Pocket | Blazing Knuckle
IE2,Okinawa,Pete Nokeyo,DF,bosque,83,144,42,54,52,55,73,54,59,Quick Draw | Heel Kick | Monkey Turn | Fake Bomber
IE2,Okinawa,Dec Orum,DL,bosque,209,140,70,56,63,56,63,74,60,Teleport Shot | Whirlwind Twister | Whirlwind Cut | Acrobat Bomber
IE2,Okinawa,Mark Perfect,PR,fuego,92,140,44,60,61,60,68,65,62,Pressure Punch | Fake Ball | Blazing Knuckle | Fake Bomber
IE2,Okinawa,Lisle Plotter,DL,aire,147,140,68,63,57,52,60,64,64,Trickery! | Heel Kick | Back Tornado | Assault Shot
IE2,Okinawa,Gus Potter,DF,tierra,77,150,46,56,58,59,67,61,61,Sumo Stomp | Super Sumo Stomp | Dirt Ball | Super Armadillo
IE2,Okinawa,Rock Poulon,PR,aire,138,144,52,68,50,63,52,64,62,Swan Dive | Fireball Head | Poison Fog | Whirlwind
IE2,Okinawa,Kurt Price,MC,bosque,116,84,45,48,47,51,41,43,42,Super Sumo Stomp | Tarzan Kick | Dirt Ball | Reflect Buster
IE2,Okinawa,Katy Punter,DF,bosque,158,176,49,53,66,51,57,57,62,Heel Kick | Kung Fu Fighting | Blade Attack | Clone Defence
IE2,Okinawa,Shemmy Ramis,MC,tierra,173,130,60,60,60,60,62,63,56,Bewildered | Big Fan | Cyclone | Acrobat Bomber
IE2,Okinawa,Dan Rhino,MC,tierra,88,144,72,58,60,53,69,62,53,Monkey Turn | Bewildered | The Wall | Circus Block
IE2,Okinawa,Gil Rivers,DL,aire,114,196,54,61,55,63,61,59,59,Rolling Kick | Coil Turn | Moonsault | Assault Shot
IE2,Okinawa,Dom Round,DF,tierra,134,117,44,46,48,49,44,48,55,Horn Train | Dirt Ball | Bubble Gum | Fake Ball
IE2,Okinawa,Odessa Ryder,MC,aire,145,137,52,57,58,56,52,60,56,No Element | Kung Fu Fighting | Circus Block | Clone Block
IE2,Okinawa,Colin Salts,DL,bosque,132,110,63,44,46,41,44,48,41,Ghost Pull | Spider Web | Dark Whirlwind | Rolling Hell
IE2,Okinawa,Beat Scatton,MC,bosque,129,129,52,51,48,60,65,61,60,Illusion Ball | Blade Attack | Twin Boost | Aurora Curtain
IE2,Okinawa,Lee Screener,DF,bosque,167,184,48,61,78,44,55,52,60,Sumo Stomp | Tarzan Kick | Supreme Spin | Kung Fu Header
IE2,Okinawa,Saul Searcher,DF,aire,83,150,46,59,58,62,66,52,54,Coil Turn | Whirlwind Twister | Cyclone | Whirlwind Cut
IE2,Okinawa,Bob Shishker,DL,fuego,200,138,44,54,52,56,62,37,57,Grenade Shot | Double Grenade | Dragon Cannon | Triangle Z
IE2,Okinawa,Scamp Shrimplin,PR,bosque,156,144,47,58,68,45,52,53,60,Swan Dive | Rocket Kobushi | Shadow Stitch | Whirlwind
IE2,Okinawa,Isaiah Shutt,DL,tierra,107,134,64,68,54,60,52,56,52,Rolling Kick | Dirt Ball | Mole Fake | Reflect Buster
IE2,Okinawa,Mark Skidfree,MC,fuego,138,132,60,63,59,62,48,71,58,Flame Dance | Divine Stamp | Shooting Star | Boost Glider
IE2,Okinawa,Tom Skipper,DL,aire,217,140,76,72,79,64,56,52,79,Critical! | Emperor Penguin No.2 | Tsunami Wall | The Earth
IE2,Okinawa,Chris Miles (Smiles),MC,bosque,129,190,58,69,60,60,52,57,56,Black Magic | Illusion Ball | Dark Whirlwind | Clone Faker
IE2,Okinawa,Claude Snap,DL,aire,195,154,66,62,61,64,67,68,68,Double Touch | Illusion Ball | Patriot Shot | Assault Shot
IE2,Okinawa,Homer Sockshell,DL,fuego,147,173,60,64,55,69,53,61,62,Gyro Head | Freeze Shot | Attack Scan | Clone Faker
IE2,Okinawa,Jesse Spiller,DF,bosque,158,129,68,66,56,61,56,67,71,Power Element | Aurora Dribble | Dash Storm | Divine Stamp
IE2,Okinawa,Rayce Sprinton,MC,aire,165,198,48,56,64,49,63,60,56,Dash Accelerator | Run Ball Run | Bewildered | Gale Dash
IE2,Okinawa,Steve Squander,DL,fuego,189,153,77,63,36,67,28,64,76,Tarzan Kick | Double Grenade | Twin Boost | Big Fan
IE2,Okinawa,Sol Stiss,DL,tierra,173,166,47,62,64,40,61,62,52,Twin Boost | Clone Faker | Flame Dance | Fire Rooster
IE2,Okinawa,Bill Tardy,PR,tierra,107,138,63,63,56,61,52,60,59,Wild Claw | Table-Turner | Spider Web | Body Shield
IE2,Okinawa,Polly Targest,MC,fuego,145,164,55,66,59,71,53,52,55,Black Magic | Phantom Shot | About Face | Afterimage
IE2,Okinawa,Thor Toise,MC,tierra,118,110,52,54,48,41,50,59,53,Super Armadillo | Supreme Spin | Mega Quake | Sumo Stomp
IE2,Okinawa,Tim Toppel,PR,bosque,176,172,69,65,64,60,64,69,61,Killer Blade | Mistral | Utter Gutsiness Catch | Shadow Stitch
IE2,Okinawa,Tad Trinket,MC,fuego,149,132,44,47,52,43,53,52,48,Blade Attack | Attack Scan | Flame Dance | Gyro Head
IE2,Okinawa,Harley Trotter,DL,fuego,112,141,70,56,56,59,61,71,54,Spiral Shot | Heat Tackle | Fake Bomber | Breakthrough 2
IE2,Okinawa,Milly Vacey (Firestorm only),DL,bosque,147,140,68,70,55,59,55,71,64,Charm Up! | Dark Tornado | Deceptor Dribble | Dual Storm
IE2,Okinawa,Carey Vanpark,MC,fuego,112,101,51,44,45,55,57,63,52,Double Touch | Breakthrough | Dynamite Shot | Fake Bomber
IE2,Okinawa,Dan Vega,DF,bosque,167,154,66,64,62,60,64,62,68,Coil Turn | Double Touch | Flame Dance | Rolling Hell
IE2,Okinawa,Walter Walken,DF,aire,127,128,44,42,48,49,50,51,73,Ghost Pull | Spider Web | Dark Whirlwind | Rodeo Clown
IE2,Okinawa,Wally Waymire,DF,aire,149,137,53,56,61,55,52,62,53,Coil Turn | Defence Scan | Moonsault | Spinning Cut
IE2,Okinawa,Ben Whistler,DF,tierra,140,132,53,42,43,60,71,60,54,Doppelganger | Bubble Gum | Spider Web | Gale Dash
IE2,Okinawa,Weldon Wrought,DF,aire,165,170,41,55,62,42,62,55,58,Killer Slide | Heat Tackle | Fake Ball | Kung Fu Fighting
IE2,Fuji,Glen Adeer,DL,aire,132,156,62,61,60,67,55,56,56,Spinning Shot | Blade Attack | Moonsault | Hawk Shot
IE2,Fuji,Edward Albion,PR,tierra,171,132,60,60,69,56,68,62,61,Wood Chopper | Wild Claw | About Face | Utter Gutsiness Catch
IE2,Fuji,Rob Anchor,DF,aire,204,144,61,57,74,53,61,71,55,Coil Turn | Spinning Cut | Zigzag Spark | Dual Storm
IE2,Fuji,Al Askan,DL,tierra,149,140,49,63,76,69,53,56,62,Tarzan Kick | Sumo Stomp | Monkey Turn | Armadillo Circus
