juego,nombre,posicion,elemento,tiro,regate,tecnica,defensa,parada,velocidad,aguante,extra
IE3,Zachary Moore,MC,bosque,52,60,60,52,52,63,53,58
IE3,Lehman Rind,MC,bosque,44,52,60,47,47,54,55,54
IE3,Ian Fantile,DF,fuego,50,41,38,51,51,65,56,51
IE3,Zach Putter,MC,fuego,55,51,52,53,53,52,51,54
IE3,Juan Word,PR,fuego,56,53,47,48,48,51,51,54
IE3,Alex Copple,PR,tierra,63,62,60,61,61,60,58,60
IE3,Jan Jared,DF,fuego,55,52,51,55,55,47,51,50
IE3,Bigsby Pigford,DL,aire,53,51,50,58,58,60,56,60
IE3,Erica Hogland,DL,bosque,46,55,59,51,51,51,51,54
IE3,Ramona Wriston,MC,tierra,56,53,53,56,56,48,49,57
IE3,Mark Izushy,PR,tierra,67,58,56,66,66,50,61,62
IE3,Vince Tinct,PR,aire,65,62,56,53,53,56,61,60
IE3,Daryl Floor,DL,fuego,62,56,56,51,51,57,62,51
IE3,Becca Pilgreen,DF,bosque,58,65,56,64,64,60,59,62
IE3,Langley Span,DF,tierra,53,58,52,61,61,54,56,57
IE3,Swithin Sainte,MC,aire,51,57,51,56,56,54,57,53
IE3,Dan Cawarry,DL,fuego,61,51,51,57,57,53,57,62
IE3,Marvin Murdock,DL,fuego,57,61,61,52,52,60,60,69
IE3,Hans Freesing,DF,aire,60,62,65,59,59,46,63,59
IE3,Peter Fakhoury,MC,aire,50,51,54,57,57,67,56,57
IE3,Steve Sancey,MC,bosque,60,61,63,62,62,63,39,66
IE3,Michael Gibe,DF,bosque,53,57,57,51,51,63,51,57
IE3,Skeet Blaston,MC,tierra,54,51,53,57,57,53,53,56
IE3,Achilles Chinner,PR,tierra,56,57,56,62,62,60,61,60
IE3,Scott Tickle,DF,tierra,53,62,46,58,58,53,56,51
IE3,Junior Cage,DF,bosque,45,55,54,56,56,67,53,57
IE3,Terry Namby,DL,tierra,49,44,45,48,48,44,47,47
IE3,Joe Chugger,DF,fuego,58,66,59,63,63,59,59,57
IE3,Sonny Cinders,DF,aire,63,53,47,48,48,47,53,52
IE3,Cash Winfall,DF,fuego,47,53,60,50,50,53,51,51
IE3,Lou Fauntleroy,MC,tierra,54,60,60,56,56,63,60,62
IE3,Carol Chanter,DF,fuego,47,56,52,52,52,58,56,51
IE3,Guy Kogan,DF,aire,56,65,64,56,56,47,61,56
IE3,Max Motto,MC,bosque,57,53,54,53,53,52,53,53
IE3,Thomas Murdock,DL,aire,65,67,62,57,57,62,58,58
IE3,Perry Postiche,PR,fuego,62,55,53,56,56,53,53,54
IE3,Nelson Levene,DF,tierra,56,55,51,58,58,50,57,53
IE3,Kurt Sermons,PR,tierra,66,60,56,64,64,51,61,58
IE3,Ed Hartsell,DF,aire,56,56,54,57,57,51,58,54
IE3,Chester Takes,MC,bosque,56,60,57,60,60,55,51,53
IE3,Curtis Rebell,DL,fuego,53,56,64,57,57,56,57,60
IE3,Cody Fink,MC,bosque,54,60,57,59,59,62,66,59
IE3,Siria Chattsley,DL,fuego,58,63,56,61,61,60,56,60
IE3,Darren Catt,DL,aire,60,54,51,56,56,44,60,56
IE3,Garry Planer,PR,tierra,51,52,57,52,52,57,52,56
IE3,Glenn Broth,DF,aire,53,56,51,56,56,56,51,53
IE3,Harry Angue,DF,aire,51,60,51,56,56,54,61,55
IE3,Benny Terra,MC,bosque,41,39,37,46,46,53,44,63
IE3,Jasmine Veile,DL,fuego,63,56,62,63,63,51,63,59
IE3,Belle Allure,MC,aire,57,53,46,57,57,63,59,61
IE3,Doug Lapp,DF,tierra,59,65,57,65,65,60,58,62
IE3,Tyler Murdock,DL,tierra,74,60,68,56,56,60,59,54
IE3,Eric Motter,PR,tierra,49,51,56,67,67,51,52,55
IE3,Gyll Netters,DL,aire,44,42,41,56,56,56,56,65
IE3,Farrah Fairway,DL,fuego,52,57,51,55,55,57,51,56
IE3,Jess Winkles,DL,tierra,56,61,62,61,61,60,59,62
IE3,Barbara Clector,DF,tierra,46,54,55,51,51,62,51,57
IE3,Marilyn Henshaw,PR,tierra,60,59,62,64,64,49,65,56
IE3,Nancy Pickney,DF,bosque,53,56,50,44,44,49,52,57
IE3,Clay Turnor,PR,fuego,65,60,56,62,62,46,66,59
IE3,Horace Shlock,DL,fuego,51,57,56,51,51,54,51,51
IE3,Sabrina Passman,DL,tierra,66,62,60,62,62,51,61,62
IE3,Harpo Thermier,MC,aire,53,51,55,62,62,51,57,55
IE3,August Dyers,MC,fuego,62,56,57,59,59,62,57,56
IE3,Nev Puffer,DF,bosque,54,60,62,51,51,62,59,58
IE3,Elata Mighty,DF,fuego,57,65,58,67,67,60,61,59
IE3,Ben Danna,DL,fuego,56,63,54,65,65,61,62,57
IE3,Elsa Roamer,DL,tierra,36,48,51,42,42,44,44,48
IE3,Simon Calier,PR,bosque,52,46,46,71,71,50,68,58
IE3,Archy Seago,DL,aire,59,58,67,54,54,53,56,58
IE3,Erhardt Knead,DF,tierra,48,39,42,51,51,67,42,52
IE3,Lynne Mandel,MC,tierra,50,47,55,55,55,55,57,52
IE3,Craig Placid,DL,fuego,56,57,54,57,57,54,54,67
IE3,Leon Morcey,DF,tierra,57,63,54,62,62,59,65,59
IE3,Dom Edarry,MC,tierra,54,52,53,51,51,55,51,56
IE3,Jay Asher,DF,tierra,61,62,63,57,57,49,61,56
IE3,Toby Cohill,DF,fuego,56,51,51,52,52,54,55,65
IE3,Nolene Ider,MC,bosque,51,53,52,56,56,57,60,53
IE3,Hoots Knightly,DF,aire,61,65,51,62,62,59,64,57
IE3,Bash Beaton,DL,tierra,56,66,62,60,60,60,60,60
IE3,Terry Toolan,DL,aire,53,57,52,56,56,53,56,66
IE3,Callum Biddy,MC,tierra,45,46,59,46,46,59,50,51
IE3,Alan Sumner,DF,tierra,46,60,65,67,67,66,60,63
IE3,Trixy Wonder,MC,aire,57,56,57,53,53,57,55,55
IE3,Colet First,DF,bosque,56,51,53,56,56,56,54,51
IE3,Brody Gloom,MC,tierra,54,46,48,53,53,45,52,54
IE3,Mac Gabbon,DL,bosque,67,51,56,51,51,52,57,54
IE3,Tip Bolster,DF,fuego,46,56,62,47,47,54,53,51
IE3,Draco Scallon,DL,aire,53,51,54,51,51,56,53,53
IE3,Sofia Brashier,DL,fuego,56,60,56,66,66,62,58,60
IE3,Tam Boyish,MC,aire,57,60,62,56,56,62,56,57
IE3,Mat Halled,DF,fuego,58,65,56,63,63,59,57,60
IE3,James Strang,DL,fuego,49,51,56,56,56,56,66,53
IE3,Ian Watchen,MC,bosque,53,62,56,60,60,63,63,56
IE3,Rose Snelgrove,DF,aire,53,54,50,46,46,50,55,52
IE3,Bert Emmerson,DL,fuego,44,57,63,47,47,53,53,51
IE3,Irving Gusher,DL,aire,65,59,57,56,56,62,56,62
IE3,Lionel Silent,PR,fuego,65,62,54,53,53,56,57,56
IE3,Owen Rage,DF,tierra,47,58,50,48,48,46,50,45
IE3,Alice Nutty,DF,fuego,60,52,51,51,51,52,58,51
IE3,Conrad Jacket,MC,tierra,54,65,61,62,62,66,53,51
IE3,Hilda Bronski,DL,fuego,59,56,56,58,58,47,57,53
IE3,Victor Talis,MC,bosque,55,52,52,46,46,47,45,48
IE3,Clint Peacock,MC,tierra,57,51,57,53,53,53,53,54
IE3,Pace Maker,DL,fuego,58,53,56,62,62,40,56,56
IE3,Vanity Percy,PR,tierra,57,51,57,62,62,45,59,56
IE3,Phil Pagoda,PR,tierra,60,57,58,62,62,47,60,56
IE3,Niki Colbeck,DF,fuego,53,58,50,60,60,55,59,55
IE3,Guy Pinnay,MC,bosque,56,53,52,57,57,54,62,56
IE3,Wayne Fluke,PR,tierra,53,51,57,54,54,56,53,51
IE3,Red Dayers,DF,tierra,56,57,54,56,56,51,56,54
IE3,Shay Diebold,DL,bosque,60,58,54,51,51,57,56,60
IE3,Tigh Gerwhite,DL,tierra,67,65,46,67,67,62,44,60
IE3,Cerise Crane,MC,fuego,48,66,62,65,65,63,65,63
IE3,Drack Gorn,DF,aire,62,42,67,63,63,64,62,62
IE3,Terry Pinn,PR,bosque,45,65,63,62,62,67,60,66
IE3,Justin Cush,PR,fuego,62,62,61,65,65,51,66,62
IE3,Bert McClure,DF,aire,46,50,50,51,51,57,57,52
IE3,Richard Trogg,DL,fuego,52,51,48,62,62,63,58,59
IE3,Eren Middleton,DF,tierra,48,44,55,47,47,55,54,52
IE3,Shirly Quirk,DF,aire,46,48,46,51,51,56,51,53
IE3,Elias Lens,MC,bosque,56,60,48,61,61,53,56,51
IE3,Terry Dryden,MC,fuego,47,48,44,48,48,50,50,50
IE3,Ardel Kernel,DF,tierra,44,51,55,53,53,61,56,52
IE3,Carl Belcher,PR,bosque,51,54,55,56,56,53,53,57
IE3,Mal Maroon,DF,aire,47,51,53,52,52,60,56,53
IE3,Ralph Fary,DL,bosque,60,60,56,54,54,56,56,58
IE3,Floyd Spades,MC,tierra,58,51,57,54,54,53,58,57
IE3,Remy Diggun,DF,bosque,54,56,52,53,53,57,55,52
IE3,Bern Macmahon,MC,bosque,53,53,54,51,51,56,54,56
IE3,Wally Cooper,DF,bosque,62,59,48,56,56,57,62,51
IE3,Griff Hardcasel,DL,fuego,56,57,62,57,57,57,56,59
IE3,Pat Lubow,DF,bosque,50,48,49,44,44,49,46,47
IE3,Wilma Morgan,PR,fuego,58,56,51,68,68,53,61,56
IE3,Carys Chaparon,DL,aire,66,53,57,69,69,66,53,53
IE3,Claire Hostess,DL,fuego,61,56,56,53,53,55,56,56
IE3,Peter Wells,DF,aire,52,48,52,43,43,52,55,52
IE3,Katy Punter,DF,bosque,49,51,59,50,50,54,54,57
IE3,Pete Pimento,DL,fuego,60,51,57,51,51,51,56,56
IE3,Mary Hugland,PR,tierra,64,63,65,45,45,48,49,47
IE3,Lee Screener,DF,bosque,48,56,66,46,46,53,51,56
IE3,Camilla Textor,DL,aire,46,51,57,51,51,62,51,53
IE3,Bish Beaton,DL,tierra,60,65,62,57,57,49,63,57
IE3,Simeon Squareyes,DL,fuego,60,60,53,52,52,57,61,58
IE3,Stu Borneman,DF,bosque,54,57,53,54,54,54,55,64
IE3,Herbie Garnet,PR,bosque,50,48,56,45,45,46,46,51
IE3,Arvin Inkwell,DF,aire,52,53,54,56,56,53,52,51
IE3,Rayce Sprinton,MC,aire,48,53,58,49,49,57,56,53
IE3,Dreama Bartle,DL,fuego,60,55,56,51,51,57,59,54
IE3,Jane Ledbelly,DF,bosque,46,50,51,51,51,48,51,51
IE3,Dory O’Bonn,DF,aire,45,44,50,44,44,45,44,50
IE3,Selma Heaver,PR,aire,45,51,57,45,45,56,56,57
IE3,Kath Leaflin,DF,fuego,51,51,56,53,53,53,54,53
IE3,Marg Shuttle,MC,fuego,58,54,53,53,53,56,60,56
IE3,Duke Scrubine,PR,tierra,53,62,56,56,56,53,53,56
IE3,Waylon Tripp,DL,aire,56,54,53,57,57,56,52,53
IE3,Jim Bunner,PR,tierra,51,56,57,54,54,62,57,55
IE3,Jon Izumo,DL,bosque,57,60,53,63,63,60,65,59
IE3,Del Brighton,DL,tierra,56,56,48,60,60,53,56,54
IE3,Haden Safe,DL,fuego,56,56,51,57,57,51,57,61
IE3,Lisle Plotter,DL,aire,60,57,54,51,51,56,58,58
IE3,Fen Skates,DL,fuego,51,62,46,59,59,54,59,51
IE3,Rhoda Dough,DF,bosque,59,54,52,56,56,48,59,57
IE3,Neil Seating,MC,aire,55,51,65,44,44,48,56,51
IE3,Flo Nighting,DF,aire,48,52,48,53,53,47,48,50
IE3,Elinor Maven,DL,bosque,66,53,47,59,59,56,57,56
IE3,Kay Gateley,DL,fuego,57,60,57,60,60,53,56,62
IE3,Dexter Caise,DF,aire,60,54,53,57,57,40,57,55
IE3,Serena Besse,MC,bosque,58,62,62,62,62,61,56,59
IE3,Adrian Heartly,DF,bosque,62,58,62,57,57,59,56,57
IE3,Cary Fearless,DL,fuego,59,56,56,54,54,56,62,60
IE3,Wally Waymire,DF,aire,51,53,56,53,53,51,57,51
IE3,Ted Autumn,PR,aire,66,61,47,70,70,60,46,64
IE3,Boomer Smolen,PR,tierra,56,59,47,58,58,52,62,54
IE3,Hank Ershef,MC,bosque,47,53,53,56,56,61,57,57
IE3,Tim Opener,DF,aire,47,43,40,64,64,66,53,55
IE3,Hide King,DF,tierra,49,56,53,61,61,59,57,53
IE3,Beth Doodle,MC,bosque,50,53,57,57,57,62,62,54
IE3,Lamar Bonesteel,MC,tierra,47,36,36,51,51,59,53,51
IE3,Dom Round,DF,tierra,46,47,48,49,49,46,48,53
IE3,Chip Stocks,DL,tierra,59,63,60,66,66,57,59,58
IE3,Blake Nailor,PR,bosque,48,61,65,66,66,39,56,52
IE3,Dotty Hickman,MC,aire,51,60,56,56,56,65,63,59
IE3,Wright Tandem,DF,aire,53,56,56,57,57,51,53,54
IE3,Shaun Bonnie,DF,tierra,47,47,47,48,48,47,45,46
IE3,Andrew Hooper,DL,aire,57,58,57,57,57,53,63,57
IE3,Toya Boyde,DF,fuego,49,51,46,48,48,52,50,48
IE3,Taryn Shyder,DL,aire,57,60,60,62,62,62,57,59
IE3,Jasmin Trier,DF,bosque,45,47,60,51,51,50,46,63
IE3,Dave Lung,PR,aire,59,65,62,64,64,62,59,61
IE3,Teal Redsky,DL,fuego,66,52,56,57,57,53,56,67
IE3,Truman Verdy,DF,bosque,52,51,53,67,67,56,56,67
IE3,Chance Cerulean,MC,aire,54,66,56,55,55,53,51,67
IE3,Amy Peach,MC,aire,57,54,65,51,51,56,54,67
IE3,Virgil Amber,PR,tierra,56,53,56,65,65,53,56,65
IE3,Grant Stodgell,DL,fuego,67,51,53,51,51,53,54,46
IE3,Payne Outler,DF,bosque,56,56,54,66,66,53,51,45
IE3,Malcolm Shirker,MC,aire,57,67,51,51,51,60,62,46
IE3,Hanna Slack,MC,aire,53,51,67,51,51,54,53,49
IE3,Dom Poppy,PR,tierra,57,59,56,67,67,53,54,49
IE3,Portia Maricle,MC,bosque,53,57,55,53,53,59,62,54
IE3,Susan Doiley,MC,bosque,60,51,55,52,52,57,62,52
IE3,Hannah Breer,DL,aire,44,46,50,49,49,46,47,47
IE3,Phil Seebold,DL,aire,56,53,56,53,53,57,52,54
IE3,Bobbie Tomey,DL,bosque,56,63,53,53,53,51,56,59
IE3,Randolph Lords,PR,tierra,53,62,53,57,57,53,56,56
IE3,Robin Traylor,MC,fuego,56,62,56,60,60,66,62,56
IE3,Fawn Blossom,DF,tierra,47,53,53,44,44,47,51,51
IE3,Isabell Mish,MC,bosque,60,62,60,67,67,60,60,56
IE3,Rudy Stemper,MC,bosque,58,59,41,52,52,60,51,61
IE3,Betty Evenson,MC,tierra,50,54,60,53,53,52,53,51
IE3,Harpo Kendrick,DL,fuego,57,59,62,56,56,66,63,57
IE3,Colin Glower,MC,fuego,48,53,65,48,48,56,53,53
IE3,Tailor Wilden,DL,fuego,54,53,47,51,51,51,56,54
IE3,Sim Cebus,PR,bosque,67,59,58,67,67,50,62,56
IE3,Sam Banks,MC,fuego,52,53,54,66,66,36,67,60
IE3,Frank Homey,DF,tierra,44,51,56,51,51,58,60,56
IE3,Paul Siddon,PR,tierra,60,59,50,81,81,44,56,70
IE3,Gregg Deremer,PR,fuego,65,53,60,47,47,57,57,36
IE3,Verne Spring,MC,fuego,62,46,66,63,63,67,63,66
IE3,Bryan Klamm,MC,aire,50,53,53,53,53,59,55,51
IE3,Colt Youngstein,DF,bosque,61,63,67,57,57,50,62,57
IE3,Will Kilmon,MC,bosque,50,49,51,48,48,46,51,53
IE3,Milly Vacey,DL,bosque,60,62,53,55,55,53,62,58
IE3,Dany Destiny,DF,fuego,52,56,57,52,52,56,60,57
IE3,Gary Primo,DL,fuego,67,54,51,53,53,52,56,44
IE3,Bobby Duo,DF,bosque,57,56,53,67,67,56,51,50
IE3,Stan Treece,MC,aire,53,67,55,54,54,59,59,50
IE3,Lillie Quattro,MC,aire,51,56,67,54,54,51,52,48
IE3,Eddy Pentaris,PR,tierra,53,62,56,66,66,53,53,44
IE3,Candice Mell,MC,bosque,61,51,56,51,51,56,56,53
IE3,Alex Dauger,DF,tierra,62,65,60,63,63,58,57,57
IE3,Joe Divide,DL,aire,56,57,51,53,53,55,57,57
IE3,Sam Willing,DF,bosque,53,57,53,51,51,53,56,57
IE3,Apollo Light,DF,bosque,69,70,62,73,73,53,48,55
IE3,Mary Antoine,MC,bosque,65,66,67,60,60,65,46,48
IE3,Edward Baron,DL,bosque,67,65,64,66,66,46,48,51
IE3,Tim Platton,MC,tierra,51,56,56,51,51,57,56,51
IE3,Argento Salvage,DF,fuego,56,59,56,59,59,62,60,61
IE3,Finn Geld,DL,bosque,67,60,66,67,67,45,67,47
IE3,Ian Moray,MC,aire,57,56,51,53,53,51,56,52
IE3,Gil Holden,DF,aire,46,56,59,50,50,54,56,56
IE3,Doyle Palmer,PR,tierra,55,53,54,54,54,57,51,53
IE3,Audry Orange,MC,fuego,51,51,48,48,48,48,53,46
IE3,May Apple,MC,tierra,44,46,51,48,48,47,46,49
IE3,Ginny White,DL,aire,50,51,48,44,44,46,51,48
IE3,Angus Hogg,DL,bosque,46,46,44,46,46,45,47,52
IE3,In Chikita,DL,fuego,59,59,55,57,57,56,56,60
IE3,Sabrina Carow,DF,aire,60,57,56,56,56,51,60,61
IE3,Bob Beelzy,PR,fuego,60,61,58,63,63,51,66,60
IE3,Patt Howell,DF,bosque,56,56,56,51,51,56,53,57
IE3,Jeff Iron,DF,fuego,60,60,65,69,69,62,58,58
IE3,Ol Factory,PR,tierra,61,53,54,58,58,41,57,57
IE3,Tom Skipper,DL,aire,65,63,67,58,58,53,51,67
IE3,Lane War,DF,tierra,61,72,65,68,68,56,57,60
IE3,Danny Wood,DF,aire,62,68,60,67,67,50,53,64
IE3,Artie Mishman,MC,aire,62,56,76,60,60,44,45,58
IE3,Arion Matlock,MC,bosque,56,58,69,62,62,57,57,62
IE3,Austin Hobbes,DL,bosque,72,56,60,55,55,60,56,57
IE3,Archer Hawkins,DF,aire,78,54,52,58,58,52,48,74
IE3,Isaac Glass,DL,bosque,57,64,72,36,36,52,37,39
IE3,Xavier Foster,DL,fuego,71,63,67,58,58,69,51,60
IE3,Caleb Stonewall,MC,fuego,59,78,66,58,58,65,53,64
IE3,Jordan Greenway,MC,bosque,63,59,79,56,56,71,55,62
IE3,Dave Quagmire,MC,fuego,75,68,61,63,63,59,57,48
IE3,Wesley Knox,MC,bosque,60,63,62,63,63,71,56,57
IE3,Camellia Travis,DF,bosque,40,50,60,72,72,58,48,58
IE3,Andy,DF,tierra,54,52,48,48,48,58,52,60
IE3,Hector Helio,PR,tierra,58,50,57,85,85,55,69,73
IE3,Riku Matsushita,DF,bosque,48,58,48,64,64,55,48,60
IE3,Yuta Kitajima,DL,fuego,58,52,68,48,48,62,52,68
IE3,Natsuki Yoshida,PR,tierra,48,54,52,64,64,50,40,60
IE3,Riku Ryu,MC,aire,52,62,62,52,52,68,68,55
IE3,Hector Helio,PR,tierra,58,50,57,85,85,55,69,73
IE3,Gene Whalon,PR,aire,58,69,49,76,76,57,48,73
IE3,David Waterman,DF,aire,60,56,48,60,60,59,50,71
IE3,Sonny Shore,DF,fuego,53,68,57,58,58,64,51,64
IE3,Jonas Demetrius,DL,fuego,70,59,64,56,56,60,63,62
IE3,Kjell Snapper,DF,bosque,69,52,52,72,72,56,54,64
IE3,Ken Crackham,DF,bosque,52,61,62,68,68,52,48,62
IE3,Shawn Princeton,MC,fuego,48,70,63,56,56,67,53,62
IE3,Matt Fischer,MC,fuego,60,62,60,56,56,61,50,68
IE3,Hank Tennyson,MC,aire,49,59,69,52,52,71,49,59
IE3,Dolph Hensen,MC,aire,63,92,71,57,57,57,49,67
IE3,Hamilton Reith,DL,bosque,76,61,61,57,57,57,55,63
IE3,Joe Dawes,DL,fuego,83,56,46,40,40,42,44,70
IE3,Quincy Horace,PR,bosque,53,60,62,64,64,69,53,53
IE3,Holly Summers,MC,fuego,52,59,61,60,60,70,52,67
IE3,Derek Rabson,MC,tierra,58,72,49,63,63,42,53,62
IE3,Barack Daniels,DF,aire,60,62,51,66,66,55,50,55
IE3,Bruce Marlin,DL,tierra,70,56,50,48,48,62,54,59
IE3,Byron Love,MC,bosque,79,69,77,59,59,61,49,52
IE3,Nasir Mustafa,PR,fuego,56,55,46,72,72,49,76,51
IE3,Faraz Farooq,DF,bosque,54,60,52,56,56,48,82,62
IE3,Bilal Kalil,DF,bosque,51,62,65,72,72,58,75,61
IE3,Jamila Wali,DF,tierra,48,53,57,66,66,78,70,57
IE3,Musa Sylla,DF,bosque,57,64,53,68,68,49,73,55
IE3,Yusuf Massoud,MC,aire,62,67,63,57,57,48,80,60
IE3,Sulayk Sulaiman,MC,aire,58,52,53,56,56,62,76,52
IE3,Sayid Armand,MC,aire,56,62,51,64,64,51,99,48
IE3,Mansur Jasim,MC,tierra,57,54,58,62,62,48,86,52
IE3,Zack Abdulla,DL,fuego,96,49,50,46,46,61,75,52
IE3,Majdi Ismail,DL,bosque,61,60,62,54,54,71,80,54
IE3,Talal Hamad,PR,tierra,48,65,50,79,79,55,73,64
IE3,Hasan Ahmed,DF,fuego,54,58,56,62,62,53,80,51
IE3,Khalfan Jibril,DF,bosque,47,63,63,61,61,49,73,69
IE3,Rajab Ismail,MC,fuego,50,56,54,72,72,56,79,59
IE3,Henry House,MC,fuego,48,68,60,67,67,64,70,60
IE3,Adel Siddique,DL,tierra,55,59,55,58,58,67,72,49
IE3,Jeongsu Cho,PR,bosque,54,56,52,72,72,48,54,103
IE3,Umi Hwang,DF,aire,52,54,65,70,70,66,55,64
IE3,Dooyoon Hong,DF,aire,53,57,56,59,59,63,50,60
IE3,Minho Cho,DF,fuego,65,52,50,69,69,48,63,60
IE3,Songhwan Ko,DF,bosque,48,54,51,70,70,49,50,61
IE3,Paekyeong Park,MC,tierra,48,76,53,79,79,43,54,48
IE3,Byron Love,MC,bosque,63,60,77,59,59,61,59,58
IE3,Eunyeong Kim,MC,tierra,48,76,48,77,77,46,40,45
IE3,Claude Beacons,DL,fuego,75,71,55,58,58,58,61,67
IE3,Changsu Choi,MC,fuego,52,65,85,60,60,54,50,63
IE3,Bryce Whitingale,DL,aire,65,65,65,68,68,66,57,60
IE3,Iggy Russ,PR,aire,68,62,66,70,70,44,59,64
IE3,Chi-Won Ho,PR,aire,51,48,52,65,65,48,48,68
IE3,Dong-Hyun Seul,DF,fuego,65,64,53,52,52,54,48,68
IE3,Jung-Hoon Yi,MC,bosque,49,67,68,66,66,51,51,69
IE3,Sung-Jin Noh,DL,tierra,75,48,49,57,57,54,48,64
IE3,Joon-Ho Ja,MC,tierra,53,50,60,56,56,62,60,74
IE3,Freddy McQueen,PR,fuego,50,67,48,82,82,51,46,64
IE3,Jonny Gascoigne,DF,bosque,52,62,67,68,68,62,62,54
IE3,David Buckingham,DF,tierra,54,60,78,66,66,53,55,50
IE3,Lance Rawton,DF,aire,65,71,56,58,58,54,54,77
IE3,Edge Ripper,DF,bosque,54,54,53,71,71,69,58,62
IE3,Peter Cole,MC,fuego,51,66,60,53,53,56,71,57
IE3,Gary Mane,MC,tierra,54,84,72,59,59,52,47,54
IE3,Gus Heeley,DL,tierra,72,60,62,51,51,63,60,55
IE3,Paul Appleton,MC,bosque,55,58,60,54,54,59,60,57
IE3,Eric Purpleton,MC,fuego,65,63,52,55,55,64,51,55
IE3,Edgar Partinus,DL,bosque,96,71,58,47,47,57,48,57
IE3,Phillip Owen,DL,tierra,90,44,52,50,50,68,60,63
IE3,Servilius Jeeves,PR,tierra,43,57,68,69,69,62,56,48
IE3,Martin Squall,DF,fuego,51,48,69,56,56,62,34,62
IE3,Nick Woodgate,DL,aire,67,59,51,54,54,51,62,56
IE3,Mikey Richards,MC,bosque,55,53,69,51,51,71,60,51
IE3,Sirius Pounding,MC,tierra,65,62,44,43,43,56,64,66
IE3,Indigo Lazuli,PR,tierra,52,50,51,76,76,36,42,68
IE3,Roseo Diamante,DF,fuego,40,44,40,69,69,52,45,70
IE3,Azubel Turchese,DF,aire,53,53,52,71,71,44,54,65
IE3,Harry Closs,DF,fuego,54,60,66,68,68,55,53,65
IE3,Nello Agata,DF,tierra,41,62,46,54,54,67,33,56
IE3,Azzurro Zaffiro,DF,aire,44,64,64,63,63,40,45,52
IE3,Beldio Smeraldo,MC,bosque,37,57,68,52,52,51,45,73
IE3,Rosso Granato,MC,tierra,71,57,52,62,62,53,48,46
IE3,Giallo Topazio,MC,tierra,63,51,48,50,50,68,41,64
IE3,Bianco Perla,DL,tierra,74,56,56,42,42,47,40,59
IE3,Giulio Acuto,MC,fuego,76,69,76,48,48,72,53,52
IE3,Violetto Ametista,DL,aire,52,53,60,51,51,57,48,52
IE3,Grigio Quarzo,PR,bosque,42,64,48,67,67,32,63,38
IE3,Pardo Berillo,DF,bosque,40,64,50,52,52,44,52,55
IE3,Marrone Corniola,MC,tierra,56,59,52,53,53,49,57,51
IE3,Amaranto Rubino,MC,fuego,58,63,40,62,62,46,41,72
IE3,Avorio Opale,DL,bosque,71,44,45,44,44,74,61,41
IE3,Andy Chronic,DF,bosque,48,66,62,62,62,60,59,66
IE3,Jorge Ortega,PR,fuego,56,54,49,80,80,60,60,59
IE3,Thiago Torres,DF,fuego,52,62,60,82,82,59,51,70
IE3,Julio Acosta,DF,bosque,67,70,48,74,74,62,51,36
IE3,Grande Dｾaz,DF,bosque,49,58,60,73,73,52,42,77
IE3,Ramﾄn Martｾnez,DF,tierra,53,59,51,69,69,56,54,78
IE3,Esteban Carlos,MC,aire,58,59,58,64,64,59,58,69
IE3,Sergio Pｺrez,MC,bosque,47,60,52,70,70,65,55,64
IE3,Roberto Torres,MC,aire,68,60,54,65,65,79,62,58
IE3,Pablo Castillo,MC,aire,68,71,48,60,60,60,52,60
IE3,Leone Badigo,DL,fuego,68,58,44,68,68,76,41,52
IE3,Diego Oro,DL,tierra,61,59,66,60,60,56,60,71
IE3,Lionel Cruz,PR,aire,52,60,49,56,56,57,60,56
IE3,Mario Saviola,DL,fuego,50,61,52,57,57,58,50,52
IE3,Hernｲn Tｺvez,DF,aire,52,60,60,75,75,60,52,76
IE3,Herman Samuel,MC,bosque,53,77,40,60,60,52,45,40
IE3,Ned Yousef,MC,tierra,59,71,62,58,58,63,60,51
IE3,Ricardo Agﾌero,DL,tierra,43,40,40,56,56,41,67,40
IE3,Billy Dash,PR,bosque,72,40,44,75,75,75,37,67
IE3,Ted Bryant,DF,tierra,47,40,45,55,55,68,48,62
IE3,Tony Strider,DF,fuego,52,68,53,74,74,52,54,49
IE3,Drake Dynamo,DF,aire,76,73,34,80,80,37,32,73
IE3,Bobby Shearer,DF,bosque,56,61,62,76,76,60,65,61
IE3,Steve Woodmark,MC,fuego,52,68,52,54,54,49,64,70
IE3,Erik Eagle,MC,bosque,79,60,72,64,64,63,53,71
IE3,Shane Pierce,MC,tierra,49,58,72,43,43,40,40,44
IE3,Mark Krueger,MC,bosque,68,88,64,57,57,58,57,54
IE3,Dylan Keats,DL,fuego,95,52,60,47,47,51,60,62
IE3,Gabriel Jax,DL,tierra,62,66,69,55,55,50,60,53
IE3,Alex Hawke,PR,tierra,92,76,39,47,47,35,32,89
IE3,Corey Washington,DF,aire,63,51,52,50,50,62,56,56
IE3,Bob Bobbins,DF,aire,69,54,55,51,51,52,49,54
IE3,Petie Pooma,MC,bosque,32,37,36,36,36,75,76,78
IE3,Norbert Poindexter,DL,fuego,59,57,63,56,56,56,58,52
IE3,Gigi Blasi,PR,aire,63,50,72,86,86,32,36,83
IE3,Vento Galliano,DF,aire,42,52,56,77,77,80,56,56
IE3,Ottorino Nobili,DF,bosque,60,66,61,72,72,53,56,61
