juego,equipo,nombre,posicion,elemento,ATT,CTL,DEF,Kick,Body,Control,Guard,Speed,Stamina,Guts
IE2,Mary Times Memorial,Stan Andagi,MC,tierra,77,58,67,65,52,58,61,56,68,69
IE2,Mary Times Memorial,Mackenzie Fordline,MC,aire,65,64,52,60,57,53,56,61,53,60
IE2,Mary Times Memorial,Dora Delight,MC,fuego,63,62,52,59,60,53,55,52,59,60
IE2,Mary Times Memorial,Cadence Soundtown,MC,bosque,70,69,66,61,56,62,62,60,63,60
IE2,Mary Times Memorial,Joston Easton,DL,aire,76,81,49,61,67,60,66,68,64,55
IE2,Mary Times Memorial,Coral Talent,DL,aire,81,56,46,63,52,57,63,65,58,60
IE2,Mary Times Memorial,Spring Millpond (Shark),DL,aire,76,86,45,59,63,76,60,77,57,55
IE2,Secret Service,Ken Ironwall,PR,tierra,48,66,85,68,69,60,66,52,68,56
IE2,Secret Service,Ian Sights,PR,tierra,34,64,79,52,58,60,63,69,65,62
IE2,Secret Service,Timothy Western,DF,aire,58,81,77,57,60,74,61,69,53,63
IE2,Secret Service,Shirley Stevens,DF,bosque,65,63,71,64,60,59,60,56,60,54
IE2,Secret Service,Ian Smith,DF,bosque,74,77,72,71,67,64,58,56,66,61
IE2,Secret Service,Greene Beray,DF,aire,67,72,63,63,60,73,54,52,54,60
IE2,Secret Service,Wallace Hammond,DF,aire,68,81,65,65,63,68,56,68,52,59
IE2,Secret Service,Sid Safehouse,DF,fuego,57,75,90,59,67,59,71,57,64,58
IE2,Secret Service,Taylor Firepool,MC,aire,62,71,70,57,57,62,66,60,56,61
IE2,Secret Service,Marshall Firsthand,MC,bosque,73,74,54,63,58,55,55,68,62,62
IE2,Secret Service,Ryan Tappin,MC,bosque,81,58,51,68,48,68,52,54,58,59
IE2,Secret Service,Marge Fielding (Agent M),MC,aire,69,82,52,60,58,64,53,69,58,60
IE2,Secret Service,Victoria Vanguard (Tori),MC,aire,84,93,76,70,69,78,66,52,69,67
IE2,Secret Service,Holly Mirror,DL,fuego,88,73,55,67,64,60,71,60,68,64
IE2,Secret Service,Joe Kenneddy,DL,bosque,75,77,47,60,68,65,64,53,57,56
IE2,Secret Service,Linda Shadey,DL,aire,91,79,44,69,67,70,60,54,57,56
IE2,Gemini Storm,Galileo,PR,bosque,53,67,87,77,68,58,67,58,76,59
IE2,Gemini Storm,Coral,DF,aire,52,84,80,53,57,76,63,79,56,56
IE2,Gemini Storm,Gigs,DF,fuego,61,74,84,60,55,69,67,70,56,55
IE2,Gemini Storm,Ganymede,DF,tierra,67,84,72,64,68,67,58,69,68,56
IE2,Gemini Storm,Charon,DF,fuego,55,58,88,56,55,57,70,61,52,70
IE2,Gemini Storm,Pandora,MC,aire,71,91,56,60,61,76,54,66,60,60
IE2,Gemini Storm,Grengo,MC,tierra,60,76,75,56,66,52,69,57,67,65
IE2,Gemini Storm,Io,MC,fuego,57,89,77,52,60,66,69,73,67,63
IE2,Gemini Storm,Janus,MC,bosque,77,92,67,63,63,73,61,68,51,71
IE2,Gemini Storm,Rihm,DL,bosque,77,81,46,60,61,72,61,68,63,57
IE2,Gemini Storm,Diam,DL,bosque,97,79,46,79,69,68,61,52,67,52
IE2,Epsilon,Kenville,DF,fuego,59,62,62,59,53,64,52,64,70,60
IE2,Epsilon,Mole,DF,bosque,74,83,68,71,59,73,56,76,62,58
IE2,Epsilon,Kayson,DF,aire,71,82,78,67,65,68,60,68,70,64
IE2,Epsilon,Tytan,DF,tierra,73,69,65,70,64,54,52,60,78,74
IE2,Epsilon,Fedora,MC,fuego,74,70,50,63,56,63,52,60,57,60
IE2,Epsilon,Krypto,MC,aire,66,95,55,59,71,61,56,72,53,62
IE2,Epsilon,Sworm,MC,bosque,61,96,71,53,68,75,63,71,61,68
IE2,Epsilon,Mercury,DL,aire,90,73,34,70,58,61,52,71,53,53
IE2,Epsilon,Metron,DL,aire,92,79,49,70,60,71,63,67,65,64
IE2,Epsilon,Zell,DL,aire,88,70,56,69,64,52,75,63,68,60
IE2,The Genesis,Nero,PR,aire,53,69,81,77,60,57,63,78,60,70
IE2,The Genesis,Gele,DF,aire,55,72,62,57,53,60,55,79,60,56
IE2,The Genesis,Kiburn,DF,fuego,57,82,67,56,63,77,54,62,60,62
IE2,The Genesis,Zohen,DF,tierra,72,88,89,68,76,71,70,77,56,56
IE2,The Genesis,Hauser,DF,tierra,68,78,86,64,66,65,66,58,68,66
IE2,The Genesis,Kormer,MC,fuego,72,93,66,60,64,78,61,65,55,60
IE2,The Genesis,Kiwill,MC,bosque,61,85,59,55,58,68,57,69,59,61
IE2,The Genesis,Ark,MC,bosque,66,93,78,56,60,78,69,72,62,70
IE2,The Genesis,Wittz,DL,bosque,90,82,49,68,67,62,63,70,68,67
IE2,The Genesis,Bellatrix,MC,aire,80,97,61,65,65,79,55,78,64,68
IE2,The Genesis,Xene,DL,fuego,98,88,50,79,79,73,63,62,68,63
IE2,Prominence,Grent,PR,fuego,53,49,75,78,60,52,61,52,56,60
IE2,Prominence,Baller,DF,bosque,69,75,83,65,64,62,65,61,58,71
IE2,Prominence,Balcke,DF,fuego,73,69,78,71,64,57,63,57,60,62
IE2,Prominence,Seats,DF,bosque,70,70,87,66,62,63,68,56,56,70
IE2,Prominence,Bomber,MC,fuego,62,88,69,55,63,68,62,64,70,65
IE2,Prominence,Heat,MC,bosque,54,96,63,52,79,60,60,62,71,55
IE2,Prominence,Lean,MC,fuego,60,96,67,55,72,70,63,69,61,52
IE2,Prominence,Bountine,MC,bosque,75,89,68,63,62,67,62,68,67,64
IE2,Prominence,Sidern,DL,fuego,63,80,37,52,69,59,52,62,70,69
IE2,Prominence,Torch,DL,fuego,91,84,50,69,71,64,64,66,70,63
IE2,Prominence,Neppten,DL,bosque,75,76,48,60,65,61,63,61,67,60
IE2,Diamond Dust,Beluga,PR,tierra,50,66,86,70,68,53,66,60,60,64
IE2,Diamond Dust,Arkew,DF,aire,73,76,72,70,67,56,60,62,52,69
IE2,Diamond Dust,Clear,DF,aire,68,77,78,65,67,60,62,60,60,68
IE2,Diamond Dust,Gocker,DF,tierra,71,72,77,69,70,52,64,53,54,63
IE2,Diamond Dust,Icer,MC,aire,63,93,62,58,68,63,60,70,65,54
IE2,Diamond Dust,Balen,MC,tierra,66,93,61,58,69,67,58,64,60,62
IE2,Diamond Dust,Droll,MC,aire,72,92,61,62,68,62,59,69,62,61
IE2,Diamond Dust,Rhine,MC,aire,73,90,54,63,71,61,55,60,60,60
IE2,Diamond Dust,Blown,DL,aire,72,71,39,59,60,56,55,68,65,64
IE2,Diamond Dust,Gazelle,DL,aire,98,84,57,78,65,76,74,66,67,68
IE2,Diamond Dust,Frost,DL,tierra,76,79,41,60,64,62,56,68,68,63
IE2,Occult,Nathan Jones (Mask),PR,aire,42,59,88,58,56,70,68,56,60,68
IE2,Occult,Rob Crombie (Zombie),PR,tierra,30,42,50,47,46,50,40,51,74,56
IE2,Occult,Russell Walk (Styx),DF,bosque,59,58,60,60,53,60,52,63,65,58
IE2,Occult,Ken Furan (Franky),DF,tierra,49,52,84,55,59,47,70,52,61,48
IE2,Occult,Jerry Fulton (Undead),DF,fuego,47,58,76,52,58,56,61,56,79,53
IE2,Occult,Jason Jones (Creepy),DF,aire,49,56,66,52,54,57,57,60,54,63
IE2,Occult,Ray Mannings (Jiangshi),MC,aire,60,75,51,55,62,60,52,56,61,62
IE2,Occult,Robert Mayer (Mummy),MC,bosque,58,63,53,54,52,60,52,62,75,61
IE2,Occult,Alexander Brave (Grave),MC,fuego,61,89,49,57,65,60,52,71,56,55
IE2,Occult,Troy Moon (Wolfy),MC,fuego,75,98,57,61,70,77,52,79,69,67
IE2,Occult,Mick Askley (Ghost),MC,bosque,58,54,44,55,50,54,44,48,56,54
IE2,Occult,Burt Wolf (Blood),MC,tierra,78,56,48,68,52,52,51,56,62,60
IE2,Occult,Chuck Dollman,DL,bosque,58,48,32,52,53,45,48,49,53,55
IE2,Occult,Phil Noir,DL,bosque,57,46,33,52,45,48,52,52,58,45
IE2,Occult,Uxley Allen (Alien),DL,aire,54,48,32,48,51,51,50,48,55,44
IE2,Occult,Johan Tassman (Talisman),DL,bosque,79,71,33,62,64,56,48,60,62,63
IE2,Wild,Charlie Boardfield (Boar),PR,fuego,48,42,87,68,44,44,69,60,62,69
IE2,Wild,Chad Bullford,PR,fuego,28,45,97,41,68,48,77,31,51,64
IE2,Wild,Peter Johnson (Toad),DF,bosque,44,49,53,48,52,48,48,54,57,50
IE2,Wild,Wilson Fishman,DF,bosque,47,59,56,52,64,51,51,51,62,51
IE2,Wild,Rocky Rackham (Raccoon),DF,bosque,47,50,51,53,53,53,44,51,44,47
IE2,Wild,Leonard O'Shea (Lion),DF,tierra,77,49,81,78,52,47,64,55,69,68
IE2,Wild,Bruce Monkey (Monkey),MC,aire,56,67,45,54,64,51,48,53,52,54
IE2,Wild,Cham Lion (Chameleon),MC,aire,46,51,49,44,45,45,55,53,60,48
IE2,Wild,Matt Mouseman,MC,tierra,46,66,43,42,50,52,44,79,54,45
IE2,Wild,Alan Coe (Koala),MC,bosque,52,52,46,52,45,53,51,48,46,49
IE2,Wild,Hugo Tallgeese (Chicken),MC,fuego,47,61,46,44,52,56,46,64,67,54
IE2,Wild,Steve Eagle (Eagle),MC,aire,72,92,54,61,68,62,52,68,71,68
IE2,Wild,Philip Anders (Panda),DL,fuego,57,48,33,52,51,48,52,52,51,46
IE2,Wild,Adrian Speed (Cheetah),DL,aire,80,69,35,63,47,69,55,79,42,47
IE2,Wild,Gary Lancaster (Gorilla),DL,tierra,96,63,46,78,66,49,64,54,52,67
IE2,Wild,Harry Snake (Snake),DL,bosque,64,70,33,55,63,62,49,55,65,45
IE2,Brainwashing,Thomas Feldt,PR,bosque,53,77,97,75,69,68,76,75,78,76
IE2,Brainwashing,Reg Underwood (Under),PR,bosque,29,40,87,44,40,40,69,48,42,70
IE2,Brainwashing,Neil Waters,DF,bosque,46,47,55,52,48,51,52,45,54,45
IE2,Brainwashing,Noel Good,DF,bosque,41,46,56,44,44,48,55,44,48,45
IE2,Brainwashing,Terry Stronger,DF,fuego,41,46,55,44,46,46,52,47,52,52
IE2,Brainwashing,Philip Marvel,DF,tierra,42,49,53,44,53,52,48,49,50,51
IE2,Brainwashing,Harry Leading,DF,aire,46,48,52,52,52,44,47,50,52,48
IE2,Brainwashing,Patrick Stiller,MC,aire,53,51,46,53,45,47,52,44,46,53
IE2,Brainwashing,Charles Oughtry,MC,tierra,55,52,43,55,52,45,45,46,44,48
IE2,Brainwashing,Francis Tell,MC,bosque,46,53,43,44,53,48,46,45,44,47
IE2,Brainwashing,Tyron Rock,MC,fuego,51,51,44,51,46,46,48,48,47,52
IE2,Brainwashing,Victor Kind,MC,bosque,49,54,46,49,53,48,51,48,53,46
IE2,Brainwashing,Samuel Buster (Busta),MC,fuego,56,52,45,55,46,52,49,48,50,49
IE2,Brainwashing,Clive Mooney,DL,fuego,59,49,32,53,49,54,50,55,53,46
IE2,Brainwashing,Jonathan Seller,DL,aire,61,49,32,55,50,50,49,55,45,46
IE2,Brainwashing,Neil Turner,DL,fuego,54,47,33,48,48,52,52,44,50,45
IE2,Otaku,Sam Idol,PR,tierra,41,51,64,60,58,54,55,58,45,67
IE2,Otaku,Grant Eldorado,PR,fuego,31,53,87,49,63,61,69,43,28,49
IE2,Otaku,Marcus Train,DF,fuego,59,56,58,61,60,53,56,52,41,54
IE2,Otaku,Mike Vox,DF,aire,44,50,55,48,55,57,51,44,50,47
IE2,Otaku,Spencer Gates (Cosplay),DF,tierra,57,52,63,59,52,56,58,56,40,62
IE2,Otaku,Bill Formby,DF,tierra,51,54,52,54,58,61,45,46,48,51
IE2,Otaku,Ollie Webb (Net),DF,bosque,42,54,53,44,62,54,48,44,51,49
IE2,Otaku,Walter Valiant (Hero),MC,fuego,74,76,55,62,62,61,55,56,50,71
IE2,Otaku,Ham Signalman,MC,aire,57,59,48,54,56,55,52,53,48,59
IE2,Otaku,Anthony Woodbridge (Robot),MC,aire,67,63,54,60,60,52,58,54,41,66
IE2,Otaku,Light Nobel (Novel),MC,bosque,67,63,54,60,55,56,58,61,44,61
IE2,Otaku,Josh Spear (Online),DL,bosque,64,54,43,54,56,56,62,55,44,60
IE2,Otaku,Gaby Farmer (Custom),DL,aire,69,59,41,58,62,52,61,54,47,59
IE2,Otaku,Gus Gamer,DL,fuego,72,62,35,58,60,59,52,55,45,69
IE2,Otaku,Mark Gambling (Artist),DL,aire,62,54,46,52,56,58,63,53,51,64
IE2,Otaku,Theodore Master (Arcade),DL,bosque,68,53,37,57,57,55,56,52,47,60
IE2,Royal Academy,Joseph King,PR,fuego,51,76,94,72,75,69,72,55,74,60
IE2,Royal Academy,Bob Carlton,PR,bosque,41,46,61,58,55,63,54,45,62,70
IE2,Royal Academy,Peter Drent,DF,tierra,74,53,81,71,54,67,64,44,59,62
IE2,Royal Academy,Ben Simmons,DF,bosque,73,83,80,68,63,72,60,69,70,69
IE2,Royal Academy,Gus Martin,DF,bosque,77,84,89,76,67,73,67,63,66,63
IE2,Royal Academy,Alan Master,MC,aire,77,91,77,64,64,72,69,64,62,66
IE2,Royal Academy,John Bloom,MC,fuego,71,96,76,61,71,67,70,71,54,62
IE2,Royal Academy,Derek Swing,MC,aire,83,87,64,70,56,76,59,69,60,61
IE2,Royal Academy,Herman Waldon,MC,aire,87,93,83,76,64,72,79,70,57,69
IE2,Royal Academy,Barry Potts,MC,aire,53,55,51,53,52,54,56,52,60,44
IE2,Royal Academy,Cliff Tomlinson,DL,aire,60,56,41,53,60,52,61,54,52,53
IE2,Royal Academy,Steve Ingham,DL,tierra,72,50,33,61,53,57,52,47,54,46
IE2,Royal Academy,Jim Lawrenson,DL,aire,63,55,45,54,57,57,63,53,56,55
IE2,Royal Academy,David Samford,DL,bosque,94,83,54,70,60,78,66,69,67,71
IE2,Royal Academy,Daniel Hatch,DL,bosque,95,87,53,75,69,68,68,78,60,64
IE2,Shuriken,Morgan Sanders (Hood),PR,bosque,33,45,81,53,59,44,64,52,55,62
IE2,Shuriken,Kevin Castle,PR,aire,33,49,85,53,60,52,68,52,52,52
IE2,Shuriken,Finn Stoned (Bandit),DF,fuego,52,52,65,54,53,57,56,55,58,63
IE2,Shuriken,Newton Flust (Crackshot),DF,tierra,63,61,73,62,61,56,60,55,60,63
IE2,Shuriken,Dan Hopper,DF,tierra,49,61,76,52,58,62,62,55,61,54
IE2,Shuriken,Jim Hillfort,DF,aire,53,66,61,55,62,60,53,54,63,61
IE2,Shuriken,Galen Thunderbird (Thunder),DF,tierra,66,65,76,63,60,63,62,54,57,60
IE2,Shuriken,Jupiter Jumper (Cleats),MC,aire,59,79,56,56,61,53,56,69,68,59
IE2,Shuriken,Winston Falls (Spook),MC,aire,60,64,64,56,56,52,63,64,55,62
IE2,Shuriken,Cal Trops,MC,bosque,64,83,54,58,61,69,55,59,57,54
IE2,Shuriken,Jez Shell (Star),MC,aire,57,67,56,53,63,59,56,47,65,60
IE2,Shuriken,Hank Sullivan (Hattori),MC,bosque,66,65,45,60,55,59,44,60,60,56
IE2,Shuriken,Phil Wingate (Code),MC,tierra,68,63,59,60,56,60,57,54,68,61
IE2,Shuriken,Sam Samurai,DL,bosque,73,64,43,60,60,60,60,56,60,53
IE2,Shuriken,John Reynolds (Ronin),DL,aire,77,58,35,62,56,56,53,60,54,57
IE2,Shuriken,Sail Bluesea (Cloak),DL,fuego,61,70,38,52,61,61,54,60,68,55
IE2,Farm,Albert Green (Greeny),PR,fuego,34,47,94,50,53,60,73,53,64,77
IE2,Farm,Lorne Mower,PR,tierra,29,45,92,46,56,41,72,62,61,60
IE2,Farm,Herb Sherman,DF,fuego,46,62,96,49,60,62,79,52,70,56
IE2,Farm,Mark Hillvalley,DF,tierra,40,57,95,40,56,52,79,63,66,53
IE2,Farm,Luke Lively,DF,bosque,43,51,89,47,57,44,73,56,63,54
IE2,Farm,Seward Hayseed,DF,tierra,41,54,95,42,56,52,77,58,68,61
IE2,Farm,Homer Grower,DF,tierra,48,50,93,53,53,44,76,61,68,61
IE2,Farm,Ben Nevis,DF,aire,47,54,86,52,56,51,70,59,64,53
IE2,Farm,Kent Work,DF,bosque,42,54,88,44,57,54,70,54,65,60
IE2,Farm,Rolf Howells,DF,aire,44,60,92,48,62,54,75,54,60,56
IE2,Farm,Joe Small (Milky),MC,tierra,46,58,71,40,54,54,68,56,63,56
IE2,Farm,Daniel Dawson,MC,aire,64,66,81,57,55,56,75,64,66,76
IE2,Farm,Orville Newman (Spray),MC,fuego,82,82,77,71,70,46,72,62,66,71
IE2,Farm,Ike Steiner (Mother),MC,bosque,47,63,80,42,55,63,76,53,60,55
IE2,Farm,Tom Walters (Roast),MC,tierra,74,74,78,63,58,52,73,71,61,70
IE2,Farm,Stuart Racoonfur (Muffs),DL,bosque,70,76,57,56,62,62,74,66,63,72
IE2,Kirkwood,John Neville,PR,fuego,52,50,96,78,62,54,79,48,51,44
IE2,Kirkwood,Simon Calier,PR,bosque,30,40,85,50,41,46,71,45,48,47
IE2,Kirkwood,Malcolm Night,DF,fuego,68,88,97,63,76,68,78,67,64,70
IE2,Kirkwood,Ricky Clover,DF,tierra,49,57,55,53,52,56,52,67,45,54
IE2,Kirkwood,Alfred Meenan,DF,bosque,59,53,67,61,55,55,60,55,53,52
IE2,Kirkwood,Dan Mirthful,DF,bosque,55,63,74,59,70,49,65,46,51,52
IE2,Kirkwood,Eren Middleton,DF,tierra,44,48,53,48,44,55,47,55,54,52
IE2,Kirkwood,Peter Wells,DF,aire,50,48,51,55,52,52,46,47,45,48
IE2,Kirkwood,Zachary Moore,MC,bosque,55,78,49,52,60,60,52,63,53,58
IE2,Kirkwood,Toby Damian,MC,aire,57,61,52,54,56,55,56,57,56,55
IE2,Kirkwood,York Nashmith,MC,bosque,54,70,60,52,62,57,61,54,52,56
IE2,Kirkwood,Brody Gloom,MC,tierra,55,51,48,54,46,48,53,45,52,54
IE2,Kirkwood,Victor Talis,MC,bosque,56,54,44,55,52,52,46,47,45,48
IE2,Kirkwood,Tyler Murdock (Tyler),DL,tierra,97,78,39,79,64,68,56,60,59,54
IE2,Kirkwood,Thomas Murdock (Thomas),DL,aire,89,84,45,68,70,65,60,64,62,61
IE2,Kirkwood,Marvin Murdock (Marvin),DL,fuego,88,70,50,68,61,61,66,60,60,61
IE2,Zeus,Paul Siddon (Poseidon),PR,tierra,54,75,99,79,79,71,79,44,74,76
IE2,Zeus,Iggy Russ (Icarus),PR,aire,51,63,98,71,67,66,79,44,71,64
IE2,Zeus,Apollo Light (Apollo),DF,bosque,78,85,90,79,79,62,73,53,48,55
IE2,Zeus,Jeff Iron (Hephestus),DF,fuego,64,86,91,60,64,78,69,70,64,62
IE2,Zeus,Lane War (Ares),DF,tierra,74,87,92,71,79,70,72,56,57,60
IE2,Zeus,Danny Wood (Dionysus),DF,aire,65,76,96,62,68,66,79,50,53,64
IE2,Zeus,Harry Closs (Heracles),DF,fuego,67,78,98,63,60,66,79,69,71,65
IE2,Zeus,Andy Chronic (Chronos),DF,bosque,46,78,96,48,66,62,79,63,61,66
IE2,Zeus,Artie Mishman (Artemis),MC,aire,74,84,71,62,66,76,67,44,45,58
IE2,Zeus,Arion Matlock (Hermes),MC,bosque,62,91,75,56,69,69,68,57,62,62
IE2,Zeus,Wesley Knox (Athena),MC,bosque,73,97,71,60,76,64,63,71,64,77
IE2,Zeus,Ned Yousef (Medusa),MC,tierra,83,98,75,69,78,79,67,63,62,62
IE2,Zeus,Henry House (Hera),MC,fuego,51,89,73,48,68,60,67,64,70,60
IE2,Zeus,Byron Love (Aphrodite),MC,bosque,88,97,79,79,69,77,70,72,68,67
IE2,Zeus,Jonas Demetrius (Demeter),DL,fuego,98,85,44,77,64,79,56,68,63,68
IE2,Zeus,Gus Heeley (Achilles),DL,tierra,98,82,35,78,69,61,50,65,60,70
IE2,Nara,Wes Abbey,DL,bosque,89,77,46,68,64,64,61,62,66,60
IE2,Nara,Pip Aminty,DF,tierra,61,77,87,61,67,61,70,59,55,57
IE2,Nara,Ant Anomy,MC,aire,80,86,70,68,60,65,65,70,63,60
IE2,Nara,Chaz Anover,MC,bosque,54,70,59,53,62,53,61,58,56,53
IE2,Nara,George Barros,DL,aire,82,87,57,62,76,64,76,65,66,68
IE2,Nara,Dreama Bartle,DL,fuego,86,68,36,67,59,60,52,62,65,58
IE2,Nara,Bob Beelzy,PR,fuego,50,69,95,68,69,64,73,52,78,67
IE2,Nara,Colin Binder,MC,fuego,73,87,57,58,61,79,52,55,59,79
IE2,Nara,Mitch Blackston,DL,fuego,98,81,41,77,69,61,56,64,57,78
IE2,Nara,Chance Cerulean (Blue),MC,aire,68,93,62,58,77,60,59,55,52,79
IE2,Nara,Tip Bolster,DF,fuego,43,73,54,44,60,70,46,58,55,52
IE2,Nara,Urson Brown,PR,bosque,36,43,54,57,61,40,48,43,59,56
IE2,Nara,Sabrina Carow,DF,aire,72,66,77,68,63,60,60,52,68,69
IE2,Nara,Barbara Clector,DF,tierra,43,71,59,44,57,59,53,71,52,63
IE2,Nara,Eugene Conwell,DL,bosque,65,69,34,56,63,56,53,60,48,52
IE2,Nara,Mary Cramer,MC,bosque,45,53,45,29,47,45,50,60,49,40
IE2,Nara,Bob Daruma,MC,tierra,57,60,56,52,52,50,52,68,79,79
IE2,Nara,Red Dayers (Deer),DF,tierra,58,63,71,60,63,57,60,52,60,57
IE2,Nara,Gauge Diven,DF,fuego,51,66,72,54,61,59,61,57,55,55
IE2,Nara,August Dyers,MC,fuego,82,86,71,70,61,62,66,70,62,60
IE2,Nara,Tim Eisback,DF,bosque,45,69,66,48,58,57,57,69,60,58
IE2,Nara,Mo Eisner,PR,fuego,31,59,64,48,56,61,56,66,60,62
IE2,Nara,Cal Emarry,PR,bosque,28,54,61,42,56,52,55,68,57,60
IE2,Nara,Nev Erin,DL,aire,81,88,49,60,70,71,61,76,68,71
IE2,Nara,Ian Fantile,DF,fuego,44,46,55,51,36,30,53,76,60,53
IE2,Nara,Waite Forrit,MC,tierra,69,64,60,61,55,59,58,59,68,59
IE2,Nara,Zin Giber,MC,bosque,46,80,56,41,59,54,58,74,59,54
IE2,Nara,Troy Glodight,DF,tierra,58,69,95,60,60,60,79,62,56,52
IE2,Nara,Colin Glower,MC,fuego,51,82,47,47,56,76,48,60,56,56
IE2,Nara,Earl Grayson,DF,bosque,66,78,90,64,65,60,71,67,64,60
IE2,Nara,Truman Verdy (Green),DF,bosque,54,54,97,54,53,56,79,60,61,79
IE2,Nara,Beau Hammock,MC,tierra,65,71,61,60,61,59,60,55,63,54
IE2,Nara,Dai Hart,DF,fuego,40,45,50,36,39,36,36,39,36,28
IE2,Nara,Adrian Heartly,DF,bosque,75,82,81,71,64,70,63,66,60,63
IE2,Nara,Dotty Hickman,MC,aire,58,94,67,53,68,61,61,76,72,65
IE2,Nara,Bos Horne,DF,tierra,57,63,64,60,61,54,56,59,68,55
IE2,Nara,Jon Izumo,DL,bosque,82,80,59,63,68,56,82,67,76,66
IE2,Nara,Pace Keeping,DF,tierra,47,58,58,52,56,57,53,60,60,52
IE2,Nara,Guy Kogan,DF,aire,63,84,79,60,76,74,60,46,69,60
IE2,Nara,Zane Laughead,MC,aire,57,63,72,56,63,44,70,57,67,54
IE2,Nara,Kath Leaflin,DF,fuego,49,54,64,52,53,60,56,56,57,56
IE2,Nara,Colin Lection,DF,fuego,52,52,69,56,57,52,60,52,62,52
IE2,Nara,Elias Lens,MC,bosque,63,72,70,60,67,48,69,55,60,52
IE2,Nara,Derek Longhand,DL,bosque,80,75,50,63,68,53,68,62,58,61
IE2,Nara,Mo Lusk,DL,tierra,67,61,54,56,60,60,71,53,62,56
IE2,Nara,Fred Makepeace,DF,bosque,40,47,85,40,63,29,76,42,55,40
IE2,Nara,Lynne Mandel,MC,tierra,71,73,59,63,60,59,59,59,63,54
IE2,Nara,Elinor Maven,DL,bosque,66,60,47,57,55,45,65,77,62,61
IE2,Nara,Dougie McFlea,MC,aire,56,66,63,52,56,62,61,57,59,59
IE2,Nara,Leon Morcey,DF,tierra,64,83,91,62,72,58,70,66,76,65
IE2,Nara,Kim Ono,DL,tierra,65,77,45,53,60,74,61,60,56,55
IE2,Nara,Amy Peach (Pink),MC,aire,79,83,56,63,57,76,52,60,57,79
IE2,Nara,Georgio Plumber,DL,aire,87,76,41,67,68,58,56,58,69,64
IE2,Nara,Jack Pott,PR,tierra,34,54,59,54,60,52,54,61,63,53
IE2,Nara,Gerald Pourer,MC,fuego,67,52,60,63,60,35,60,36,79,58
IE2,Nara,Harly Profett,MC,bosque,70,56,68,61,60,61,64,32,63,59
IE2,Nara,Moses Pumper,DL,fuego,76,68,51,63,67,46,70,60,68,54
IE2,Nara,Jon Quill,DL,bosque,86,62,35,68,62,56,53,54,63,54
IE2,Nara,Rainier Welkin (Rainier),PR,fuego,31,63,95,48,60,68,76,56,61,52
IE2,Nara,Will Ramin,DF,fuego,41,71,66,41,61,52,58,70,63,56
IE2,Nara,Teal Redsky (Red),DL,fuego,98,54,49,77,54,60,63,55,60,79
IE2,Nara,Dale Riverhead,PR,bosque,50,68,82,71,64,60,64,65,71,62
IE2,Nara,Teller Scoap,PR,tierra,31,64,75,49,60,56,62,70,71,52
IE2,Nara,Bambis Shakin,DL,tierra,58,74,39,50,57,59,57,76,55,60
IE2,Nara,Bamber Shoot,DL,tierra,53,70,32,43,63,65,44,52,58,58
IE2,Nara,Walker Sleep,PR,tierra,45,57,65,63,61,62,56,52,52,60
IE2,Nara,Sonny Welkin (Sonny),MC,fuego,77,56,61,68,62,54,60,35,68,54
IE2,Nara,Powers Squatts,PR,fuego,40,42,91,62,62,40,71,28,60,56
IE2,Nara,Pace Storey,DL,fuego,60,50,37,52,48,61,55,53,58,52
IE2,Nara,Drew Straitedge (Strait),PR,tierra,30,41,50,49,46,44,44,46,42,47
IE2,Nara,Paddy Streehan,PR,bosque,37,44,51,58,61,47,43,41,58,55
IE2,Nara,Reg Strimmer,DF,tierra,59,63,73,60,57,58,60,63,68,58
IE2,Nara,Elegance Stuckon,DL,tierra,60,64,49,54,68,44,67,56,68,55
IE2,Nara,Flora Summars,DL,bosque,79,72,53,62,65,63,71,53,52,58
IE2,Nara,Ann Taisie,DL,bosque,94,81,53,71,64,68,67,65,63,70
IE2,Nara,Bully Thrower,DL,aire,54,66,31,44,54,69,41,61,55,57
IE2,Nara,Egon Timing,MC,tierra,50,53,46,51,54,48,52,42,51,43
IE2,Nara,Sean Trawler,MC,aire,61,69,53,57,60,62,54,52,65,54
IE2,Nara,Ollie Tuckney,MC,tierra,59,92,61,52,60,76,56,70,60,68
IE2,Nara,Bear Turnbull,DL,bosque,59,59,41,51,54,60,59,62,60,52
IE2,Nara,Noel Vacancies,PR,fuego,37,61,90,57,65,59,70,52,62,54
IE2,Nara,Clark Watcher,DF,tierra,43,65,76,45,56,56,63,69,60,55
IE2,Nara,Jess Winkles,DL,tierra,82,86,55,61,69,70,69,68,65,71
IE2,Nara,Virgil Amber (Yellow),PR,tierra,43,51,96,60,56,60,76,55,61,76
IE2,Nara,Caz Yewell,PR,fuego,50,52,77,70,53,56,63,67,68,60
IE2,Hokkaido,Gill Able,PR,fuego,49,48,71,68,52,60,60,59,76,60
IE2,Hokkaido,Gerry Attrick,DF,tierra,56,64,85,60,65,44,70,62,60,60
IE2,Hokkaido,Cash Barganier,DL,fuego,51,46,32,43,35,38,52,76,37,61
IE2,Hokkaido,Kevin Boardman,PR,aire,29,67,51,41,60,75,42,56,61,62
IE2,Hokkaido,Patch Borgnine,MC,fuego,45,52,43,32,45,51,44,53,50,44
IE2,Hokkaido,Stu Born,PR,fuego,38,42,53,60,56,40,48,46,56,52
