nombre,posicion,juegos,ATT,CTL,DEF
Dios,MC,GO2,63,78,59
Direm Ederi,DL,IE3,70,69,43
Dirk Anlace,DF,GO1 GO2 GO3,49,55,73
Dirk Artz,DL,IE2 IE3,82,75,46
Dirk Byker,DF,IE3,41,59,66
Dirk Eisberg,MC,GO1 GO2 GO3,63,71,49
Dirk Point,MC,GO1 GO2 GO3,68,81,67
Django Keyes,PR,IE1 IE2 IE3,27,38,80
Djibz,MC,GO2 GO3,71,78,56
Djung Hamstah,DF,GO2 GO3,51,62,81
Dock Hickory,DF,GO1 GO2 GO3,51,66,72
Dolomite,MC,GO3,56,69,52
Dolph Hensen,MC,GO1 GO2 GO3 IE3,77,78,58
Dom Anding,MC,IE1 IE2 IE3,62,68,61
Dom Edarry,MC,IE2 IE3,66,68,50
Dom Foreman,MC,IE1 IE2 IE3,81,78,67
Dom Ittory,PR,IE1 IE2 IE3,32,35,62
Dom Poppy,PR,IE2 IE3,36,38,80
Dom Round,DF,IE2 IE3,44,49,62
Don Ation,DL,IE2 IE3,74,70,46
Don Capo,DL,GO1 GO2 GO3,82,70,41
Don Hooan,DF,GO2 GO3,52,70,73
Don Keys,DL,IE1 IE2 IE3,61,55,39
Don Prima,DF,GO1 GO2,54,58,76
Don Ringo,PR,IE1 IE2,34,34,64
Don Snow,PR,IE1 IE2 IE3,36,32,73
Donald Hooan,DF,GO1,60,75,75
Dong-Hyun Seul,DF,IE3,62,64,66
Donna Hooan,DF,GO1 GO2 GO3,47,53,76
Dooyoon Hong,DF,IE3,52,63,72
Dora Delight,MC,GO3 IE2 IE3,68,73,55
Dorian Lucenzo,DF,IE3,57,75,82
Dory O'Bonn,DF,IE2,42,46,60
Dory O’Bonn,DF,IE3,43,48,60
Dos Lightning,DL,GO1 GO2 GO3,81,60,36
Doshin Yomoyama,DF,GO2 GO3,48,52,74
Dottomaa,DL,GO3,76,72,45
Dotty Hickman,MC,IE2 IE3,64,78,61
Doug Baughan,DL,IE1 IE2 IE3,68,56,37
Doug Boateng,DL,GO2 GO3 IE3,73,70,41
Doug Lapp,DF,IE2 IE3,60,70,79
Doug Lee,DF,IE1,41,47,67
Doug McArthur,DL,GO1 GO2 GO3,76,72,47
Doug Outon,MC,IE1 IE2 IE3,55,62,40
Doug Spoddy,DF,GO1 GO2,50,64,75
Doug Walker,PR,IE1 IE2 IE3,31,35,61
"Dougal ""Hache"" Axe",DL,GO2,71,60,31
Dougal Axe,DL,GO1 GO3,74,64,32
Dougie McFlea,MC,IE1 IE2 IE3,65,70,61
"Douglas ""Dogfish"" Fische",DF,GO2 GO3,44,55,71
Douglas Fische,DF,GO1,55,58,73
"Downtworth ""Worthy"" Beyan",MC,GO2 GO3,68,80,66
Downtworth Beyan,MC,GO1,66,73,66
Doyle Palmer,PR,IE2 IE3,34,35,69
Drachen Gunther,MC,GO1 GO2 GO3 IE3,63,76,53
Drack Gorn,DF,IE2 IE3,66,58,79
Draco Scallon,DL,IE2 IE3,68,66,40
Dracon Yale,DF,GO1 GO2 GO3,48,55,78
Drago Hill,DL,IE3,89,63,43
Drakaina Eastwick,DF,GO1 GO2 GO3,53,59,79
Drake Dynamo,DF,IE3,67,58,83
Drancis Fake,DF,IE2 IE3,54,62,69
Dreama Bartle,DL,IE2 IE3,74,71,42
Dreama Paris,PR,GO1 GO2 GO3,32,35,79
"Drei ""3-White"" Whitely",MC,GO3,66,80,44
Drei Whitely,MC,GO1 GO2,64,74,44
"Drew ""Circle"" Serkell",MC,GO2,59,74,40
Drew Crenshaw,DF,IE1 IE2 IE3,49,63,64
Drew Faxon,DL,IE1 IE2 IE3,62,69,44
Drew Pii,MC,GO1 GO2 GO3,62,74,66
Drew Reiner,DF,IE1 IE2 IE3,62,69,75
Drew Serkell,MC,GO1 GO3,60,77,42
Drew Straitedge,PR,IE1 IE2 IE3,29,28,62
Drew Straws,DL,IE1 IE2 IE3,70,67,43
Dri Lightning,DF,GO1 GO2 GO3,49,57,83
Driss,DF,GO2 GO3,52,63,80
Droll,MC,GO2 GO3 IE2,67,78,52
Drone Naboon,DF,GO3,56,54,79
Droplit Turkana,MC,GO3,67,79,55
Drummond Bays,DL,GO1 GO2 GO3,78,76,37
Dryden Zephyr,MC,GO1 GO2 GO3,73,81,57
Drysden Waller,MC,IE3,75,77,40
Duane Jerus,DL,GO1 GO2 GO3,68,61,40
"Dub: Heidi ""Li'l Red"" Rood",DF,GO2,45,53,74
Ducksquiggan Barboyle,DL,GO3,76,71,44
"Due ""2-Black"" Blackley",DF,GO2,50,60,75
Due Blackley,DF,GO1,52,59,77
Duff Dooley,MC,GO1 GO2 GO3,65,74,58
Duff Natter,DF,GO3,50,53,80
Duke Darthmouth,DF,GO3,47,49,74
Duke Dartmouth,DF,GO1 GO2,49,50,76
Duke Scrubine,PR,IE2 IE3,34,39,70
Duncan Jump,DF,IE1 IE2 IE3,41,50,60
Dusky Sunfield,MC,IE1 IE2 IE3,71,68,52
Dustin Westend,DL,IE1 IE2 IE3,65,71,41
Dusty Rellicks,MC,IE1 IE2 IE3,62,74,56
Dusty Weeza,DF,GO1 GO2 GO3,50,57,69
Dva,DF,GO2,53,58,77
Dvalin,DL,IE2 IE3,84,83,44
Dvalin,PR,GO3 IE2 IE3,42,39,74
Dwayne Woo,MC,IE1 IE2 IE3,71,71,61
Dwight Self,DL,IE1 IE2 IE3,73,65,43
Dwight Whittaker,DF,GO1 GO3,48,54,80
Dylan Bluemoon,DL,IE3,81,72,40
Dylan Keats,DL,GO1 GO2 GO3 IE3,81,73,41
Dylan Magpie,PR,IE1 IE2 IE3,30,36,70
Dylan Quint,MC,GO1 GO2 GO3,66,73,56
Dylan Swan,DL,IE1 IE2 IE3,61,55,31
Eai,PR,GO2,30,36,79
Earl Bird,PR,IE3,28,29,74
Earl Eton,MC,GO1 GO3,66,72,54
Earl Grayson,DF,IE1 IE2 IE3,59,66,77
Earle Humble,DF,IE3,56,63,74
Earnest Bookworm,PR,IE2 IE3,34,38,70
Eartha Toughlove,PR,GO1 GO3,30,31,80
Eathan Ringer,DL,IE1 IE2 IE3,72,67,50
Eaton Rampage,DL,IE1 IE2 IE3,65,64,38
Ebenezer Marner,DF,IE1 IE2 IE3,40,46,67
Ebirina,MC,IE2 IE3,60,69,50
Echo,DF,GO2 GO3,52,58,76
Ed Dupee,DF,IE1 IE2 IE3,40,45,65
Ed Halley,MC,IE1 IE2 IE3,55,60,47
Ed Hartsell,DF,IE2 IE3,56,59,72
Ed Ison,MC,GO1 GO2 GO3,63,64,51
Ed Jogge,DF,GO1 GO2 GO3,56,64,77
Ed Ripp,DF,IE1 IE2 IE3,43,58,71
Eddie Burroughs,DL,GO2 GO3,78,74,32
Eddie Prentice,DL,IE1 IE2 IE3,67,67,38
Eddy Pentaris,PR,IE2 IE3,34,39,80
Eddy Steady,DL,GO2 GO3 IE3,81,76,41
Edgar Partinus,DL,GO1 GO2 GO3 IE3,82,74,42
Edge Ripper,DF,IE3,52,62,81
Edison Ford,MC,IE3,66,69,55
Edward Albion,PR,IE1 IE2 IE3,37,40,68
Edward Baron,DL,IE2 IE3,80,78,58
Edward Gladstone,MC,IE1 IE2 IE3,77,79,64
Edward HeadBosque,DF,GO2,47,64,65
Edward Headwood,DF,GO1 GO3,48,68,65
Eggbert Heading,DL,IE1 IE2 IE3,74,62,57
Egon Omercer,PR,IE2 IE3,38,37,74
Egon Timing,MC,IE2 IE3,61,62,50
Egor Coxcomb,PR,GO1 GO2 GO3,29,32,78
Ei King,DF,IE1 IE2 IE3,62,59,69
Ei Mantaray,MC,GO3,71,76,46
"Eins ""1-White"" Whitely",PR,GO3,29,36,76
Eins Whitely,PR,GO1 GO2,30,36,76
Eira Dynamic,PR,GO1 GO2 GO3,31,34,79
Eka,PR,GO2 GO3,32,32,80
Ekadel,DF,GO1 GO2 GO3 IE3,51,61,80
ElYess Viisi,DF,GO1,54,61,71
Elata Mighty,DF,IE2 IE3,58,70,82
Eldritch Priest,PR,IE3,38,35,72
Elegance Stuckon,DL,IE2 IE3,66,70,50
Elf Lightning,PR,GO1 GO2 GO3,29,33,79
Elias Lens,MC,IE2 IE3,67,70,66
Elinor Maven,DL,IE2 IE3,71,68,49
Elizabeth Buble,DL,GO1 GO2 GO3,78,72,42
Eljas Viisi,DF,GO2 GO3,52,65,80
Elsa Roamer,DL,GO2 IE2 IE3,64,61,34
Elvis Schumacher,MC,IE3,55,68,45
Em Tee,DL,GO2 GO3,76,74,42
"Emett ""Emerald"" Raldo",DL,GO2,75,66,33
Emett Raldo,DL,GO1 GO3,72,66,36
Emilia Odde,PR,GO1 GO2 GO3,30,35,77
Emma Barres,DF,IE2 IE3,44,51,66
Emmanuel Ewerz,DF,IE3,67,73,77
Emmy Altava,DL,GO2 GO3,80,76,36
Emosuke Rokudo,DL,GO2 GO3,76,70,42
En Sicks,DF,GO2 GO3,48,54,76
En Sicks Hyperdrive,DF,GO3,48,57,77
Endura Vigil,DL,GO2 GO3,68,55,30
Enimaux,PR,GO2,29,34,79
Enimo,PR,GO3,28,34,79
Enrico Oliviero,MC,IE3,76,80,54
Eoin Geary,DL,GO2 GO3,77,74,42
Eolia Amhart,MC,GO1 GO2 GO3,63,72,57
Eos Dawn,PR,GO1 GO3,27,32,78
Equin Knocks,MC,IE1 IE2 IE3,70,72,63
Eren Middleton,DF,IE1 IE2 IE3,48,52,63
Erhard Blower,DL,IE1 IE2 IE3,68,71,43
Erhardt Knead,DF,IE2 IE3,44,48,64
Eric Byrne,DL,GO1 GO2 GO3,73,68,49
Eric Motter,MC,GO2,55,66,44
Eric Motter,PR,IE2 IE3,31,34,80
Eric Purpleton,MC,IE3,76,76,55
Erica Hogland,DL,IE2 IE3,64,70,41
Erik Eagle,MC,GO1 GO2 GO3 IE1 IE2 IE3,80,77,61
Erik Pentona,DL,GO1 GO2 GO3,78,64,39
Erik Strongarm,PR,IE3,34,35,75
Ernest Byer,DL,IE1 IE2 IE3,68,68,46
Ernest Etson,PR,GO1 GO2 GO3,29,31,78
Ernest Goodman,MC,IE3,55,89,55
Erneste LaRue,PR,GO2 GO3,31,38,83
Ernie Riddell,DL,IE1 IE2 IE3,65,72,36
Ernst Fliedner,MC,IE3,71,84,60
Errol Lorre,DL,IE1 IE2 IE3,70,69,44
Erue,MC,GO3,74,77,61
Erwin Goel,DF,GO1 GO2 GO3,48,58,78
Erwin Vﾇlz,DL,IE3,77,83,45
Esau Fagus,DL,IE1 IE2 IE3,62,60,43
Esau Tariq,MC,GO1 GO2 GO3,74,80,56
Escavan Malice,DL,GO1 GO2 GO3 IE3,78,71,48
Escott Aspen,DL,GO1 GO2 GO3,71,74,46
Eska Layte,DL,GO1 GO2 GO3,69,59,38
Esme Hexe,MC,GO1 GO2 GO3,61,71,59
Esme Trance,DF,GO2,48,55,75
Esme la Trance,DF,GO3,47,58,76
Esteban Carlos,MC,IE3,71,74,69
Esteban Range,PR,GO1 GO2 GO3,30,30,77
Esther Egerer,DL,GO2 GO3 IE2 IE3,76,70,44
Esther Greenland,DF,IE2 IE3,56,64,70
Ethan Swallow,MC,IE2 IE3,69,74,64
Ethan Whitering,MC,GO1 GO3 IE3,64,75,55
Etna Horx,MC,GO3,67,79,58
Eton Messer,MC,IE2 IE3,70,78,54
Euan Stamper,DF,IE1 IE2 IE3,63,47,64
Eugene Conwell,DL,GO2 GO3 IE2 IE3,70,70,39
Eugene Peabody,MC,GO1 GO2 GO3,62,77,42
Eunyeong Kim,MC,IE3,59,77,80
Eva Chatton,DL,IE3,68,72,40
Evan Yielding,DL,IE1 IE2 IE3,66,66,47
Eveline Veitch,MC,IE3,62,64,51
Everard Valiant,DF,GO1 GO2 GO3,50,64,82
"Evita ""Goe"" Gowell",PR,GO2 GO3,28,30,77
Evita Gowell,PR,GO1,29,32,80
Ewa Mouton,DF,GO2 GO3,50,62,79
Ewan Envoi,MC,IE3,55,62,41
Ewan Liner,PR,IE1 IE2 IE3,32,43,66
Ezio Ryder,DF,IE3,55,70,68
F. Riversong,MC,IE1,55,62,46
Fabrice Pesci,DF,IE3,48,61,67
Fabrice Soffner,DL,IE3,67,66,41
Fada Prendi,DL,GO2 GO3 IE3,71,68,40
Fae Grimm,DF,GO2,48,54,83
Faiv Ess,DF,GO2 GO3,49,55,72
Fala Polaris,DF,IE3,41,49,70
Falah Hazbin,MC,IE3,71,66,40
Falco Flashman,DL,GO3,76,78,42
Falco Peregrine,DF,GO1 GO2 GO3,50,65,79
Falcｨo Da Silva,PR,IE3,30,38,82
Falso Victor,DL,GO3,80,65,56
Fane Club,PR,IE1 IE2 IE3,28,29,76
Fanella Waftgood,MC,IE3,55,64,60
Fanny Oakley,DL,IE3,67,65,36
Fanqs Kamagen,DL,GO3,76,72,37
Faraz Farooq,DF,IE3,52,59,72
Farrah Fairway,DL,IE2 IE3,66,70,44
Farris Stickman,DF,IE2 IE3,52,62,70
Faulk Dansa,DF,GO1 GO2 GO3,52,64,74
Fawn Blossom,DF,IE2 IE3,46,55,60
Faye Ted,MC,GO1 GO2 GO3,64,82,58
Fayette Riversong,MC,IE2 IE3,64,68,52
Faythe Heeler,DF,GO2 GO3,44,62,79
Federico Rubiera,DL,IE3,66,88,30
Federigo Cinco,MC,GO1 GO2 GO3,69,71,55
Fedora,MC,IE2,73,71,52
Feduhm,PR,GO2 GO3,35,32,84
Fei Rune,DL,GO2 GO3,77,72,42
Felix Higgins,MC,GO1 GO2 GO3,64,73,62
Fen Skates,DL,IE2 IE3,65,72,49
Ferdinand Delafünfe,MC,GO1 GO2 GO3,69,72,53
Fermｾn Sｲnchez,PR,IE3,27,26,89
Fern Mycota,DF,IE2 IE3,52,55,68
Fez Monkton,DL,IE3,67,70,41
Filbert Chestnut,DF,GO1 GO2 GO3,44,47,73
Filbert Weissman,DL,GO1 GO2 GO3,77,67,40
Fingus Inky,MC,IE1 IE2 IE3,66,73,63
Finn Attick,DF,IE1 IE2 IE3,58,64,77
Finn Boyle,DF,GO1 GO2 GO3,50,65,82
Finn Carper,PR,IE1 IE2 IE3,36,30,71
Finn Geld,DL,IE2 IE3,81,74,60
Finn Sawyer,PR,IE1 IE2 IE3,32,40,63
Finn Stoned,DF,IE1 IE2 IE3,53,58,69
"Fishel ""Toc"" Bucket",DF,GO2,50,58,80
Fishel Bucket,DF,GO1 GO3,51,59,84
Fivier Saviola,MC,GO1 GO2 GO3,72,75,47
Flam Berger,DL,GO1 GO2 GO3,81,64,43
Fletch Blitzen,DL,GO1 GO2,76,77,34
Fletch Blizten,DL,GO3,76,75,36
"Flick ""Screen"" Screening",DF,GO2 GO3,43,54,75
Flick Screening,DF,IE3,42,48,62
Flint Charcoal,MC,GO1 GO2 GO3,66,75,55
Flip Sliden,DL,IE2 IE3,68,78,50
Flo Nighting,DF,IE2 IE3,46,53,66
Flora,DL,GO2 GO3,78,77,43
Flora Summars,DL,GO2 GO3 IE2 IE3,73,72,44
Florence Oderly,DF,GO2,48,59,74
Florence Orderly,DF,GO1 GO3,49,60,74
Florence Tripps,DF,IE3,46,61,68
Florian Fauna,DL,IE2 IE3,72,80,44
Florian Hutter,MC,IE1 IE2 IE3,65,67,55
Florian Selles,DL,IE1 IE2 IE3,67,71,48
Floyd Spades,MC,IE2 IE3,72,68,57
Flynt Pine,DF,GO1 GO2 GO3,49,61,77
Foe Chuudas,DF,GO3,58,64,84
Fogara,DL,GO3,77,71,50
Folda Steel,DF,GO1 GO2 GO3,54,63,74
Foley Edge,DF,GO1 GO2 GO3,50,57,78
Folie Vora,MC,GO2 GO3,70,76,57
Folke Fem,MC,GO1 GO2 GO3,73,75,44
Fonda Katz,MC,IE2 IE3,70,68,60
Fontaine Tapper,DL,IE1 IE2 IE3,63,71,43
Formiga Clemens,DF,IE3,52,63,81
Fox Copier,DL,IE1 IE2 IE3,70,65,42
Fox Wiley,DF,IE3,51,53,64
Foxtrot,MC,GO2,71,79,57
Foxtrox,MC,GO3,69,81,56
Fran Zimmer,DF,IE1 IE2 IE3,55,57,71
Francie Holly,MC,GO1 GO2 GO3,69,76,59
Francis Paine,MC,GO3 IE1 IE2 IE3,59,69,52
Francis Poujol,DF,IE3,54,62,73
Francis Shoe,DL,GO1 GO2 GO3,74,57,39
Francis Tell,MC,IE1 IE2 IE3,58,65,49
Francis Tuffnot,DF,GO1 GO2,54,67,73
Francis Tuffnot,MC,GO3,65,75,61
"Frank ""Reddy"" Redmond",DL,GO2 GO3,70,64,38
Frank Drake,DF,GO1 GO2 GO3 IE1 IE2 IE3,50,55,72
Frank Foreman,DF,GO3,44,55,85
Frank Homey,DF,IE2 IE3,43,58,67
Frank Koshar,DL,IE1 IE2 IE3,65,67,49
Frank Lyn,DL,GO1 GO2 GO3,69,61,43
Frank Meyer,MC,IE1 IE2 IE3,64,72,61
Frank Redmond,DL,GO1,73,70,42
Frank Wintersea,DF,GO3,49,51,70
Frankie Boulder,DL,GO1 GO2 GO3,67,63,52
Franz,DL,GO2,76,62,30
"Fred ""Wheels"" Wheeler",DF,GO2 GO3,54,65,82
Fred Crumb,DF,IE1 IE2 IE3,46,52,64
Fred Featherstonhaugh,PR,GO1 GO2 GO3,28,28,74
Fred Ferrell,MC,IE1 IE2 IE3,70,62,65
Fred Makepeace,DF,IE1 IE2 IE3,40,53,77
Fred Punch,DF,IE2 IE3,52,67,76
Fred Sidemanners,PR,GO1 GO2 GO3,28,29,74
Fred Wheeler,DF,GO1,51,64,74
"Freddie ""Aster"" Stayre",MC,GO2,62,71,67
Freddie Stayre,MC,GO1 GO3,63,79,70
Freddy McQueen,PR,IE3,30,38,89
Freyer Monk,DF,GO1 GO2 GO3,49,51,84
Friedrich Schiller,DL,GO1 GO2 GO3,79,76,43
Fritz Brisk,MC,GO1 GO2 GO3,68,74,57
Fritzy Flaps,MC,GO1 GO2 GO3,63,71,53
Frost,DL,IE2,71,77,45
Frosty Patissier,DF,GO1 GO2 GO3,46,56,78
Fry Vollity,DF,IE1 IE2 IE3,59,57,67
Fumh,DF,GO2 GO3,50,58,80
Fumi-chan,MC,GO3,64,79,64
Furanuame Hideri,MC,GO3,72,77,58
Furinto Hiutchi,DF,GO3,52,59,79
Fuu,PR,GO3,30,32,71
"Fünf ""5-White"" Whitely",DL,GO3,73,75,44
Fünf Whitely,DL,GO1 GO2,72,76,48
Fürimmer Jung,DF,GO1 GO2,48,62,74
"Gabe ""Roundy"" Roundhouse",PR,GO2 GO3,32,32,81
Gabe Roundhouse,PR,GO1,32,29,76
Gabriel Garcia,DF,GO1 GO2,48,60,75
Gabriel García,DF,GO3,49,60,78
Gabriel Jax,DL,IE3,76,79,47
Gabriel Shekinah,MC,IE1 IE2 IE3,75,73,63
Gaby Farmer,DL,IE1 IE2 IE3,70,71,47
Gadish Oldman,DF,GO1 GO2,46,50,72
Gaiel,DL,GO1 GO2 GO3 IE3,76,75,43
Gail Baker,DF,GO1 GO3 IE3,48,57,71
Gail Ellement,DF,IE3,46,73,61
Galahad Chevalier,DL,IE3,86,75,30
Gale Mistral,DF,GO1 GO2 GO3,48,58,82
Gale Sweep,DF,GO1 GO2 GO3,55,65,78
Galen Thunderbird,DF,IE1 IE2 IE3,61,63,73
Galileo,PR,GO3 IE2,38,37,76
Gamal Everlast,MC,GO1 GO2 GO3,73,82,50
Gamma,DL,GO2,83,84,43
Gammon Checker,PR,GO2 GO3,28,33,79
Gandares Baran,DL,GO3,79,75,46
"Ganeko ""Garnett""Zakuro",DF,GO3,50,56,82
Gansos,DL,GO3,79,77,43
Ganymede,DF,IE2,60,70,71
Gara Haliza,DL,GO3,74,72,45
Garaf Saratoga,MC,GO3,72,73,60
Gareth Flare,DL,IE3,85,81,53
Garjan Cypress,MC,IE3,68,70,49
Garland Gathers,MC,IE1 IE2 IE3,66,62,44
Garreau,MC,GO2 GO3,74,80,56
Garret Hairtown,DF,IE1 IE2 IE3,60,68,76
"Garreth ""Garnet"" Nett",DF,GO2,51,58,83
Garreth Nett,DF,GO1,47,51,76
Garry Planer,PR,IE2 IE3,32,36,67
Gary Baldi,DF,IE3,60,48,62
Gary Burdine,DF,IE2 IE3,64,70,76
Gary Lancaster,DL,IE1 IE2 IE3,80,71,50
Gary Mane,MC,IE3,70,89,63
Gary Osoto,DF,IE1 IE2 IE3,48,64,68
Gary Primo,DL,IE2 IE3,78,66,43
Gary Salmon,PR,IE1 IE2 IE3,34,35,71
Gaston Berry,DL,IE1 IE2 IE3,60,58,30
Gaston Cooley,PR,IE2 IE3,34,38,74
Gato Carvalho,DL,IE3,83,81,58
Gauge Diven,DF,IE1 IE2 IE3,52,61,71
Gayle Revel,MC,IE2 IE3,76,74,54
Gazelle,DL,GO2,80,78,48
Gazza Irons,PR,GO1 GO2 GO3,29,32,78
"Gee ""Geek"" Kasoid",MC,GO3,57,69,47
Gee Kasoid,MC,GO1 GO2,60,72,50
Geert Vandevijf,DL,GO1 GO2 GO3,74,67,35
Gele,DF,GO2 IE2,50,58,72
Gem Shorn,PR,IE2 IE3,42,42,80
Gem Strata,DF,IE2 IE3,53,60,66
Gen Tallgiant,DF,GO1 GO2 GO3,49,50,78
Gen Tillmann,DF,GO1 GO2 GO3,44,52,77
Genbu Fuyuki,DL,GO3,81,75,49
Gene Bates,DF,IE1 IE2 IE3,57,58,71
Gene Bottle,DL,IE1 IE2 IE3,69,65,52
Gene Bulge,DL,IE3,73,61,37
Gene Ghiskhan,DF,GO1 GO2 GO3,46,47,83
Gene Whalon,PR,IE3,35,40,85
Genel,DF,IE3,61,69,85
Genghis Cohen,MC,IE3,69,74,55
Gengor,PR,GO3,36,35,77
Genko Ka,DL,GO3,80,77,42
Gennady Golbakh,DF,GO3,55,56,78
Gentian,DL,GO2 GO3,80,76,36
George Barros,DL,IE2 IE3,72,80,58
George Winters,DL,GO2 IE1 IE2 IE3,71,82,54
George Wu,MC,GO1 GO2 GO3,71,72,44
Georgio Plumber,DL,IE2 IE3,73,73,44
Gerald,PR,GO2,28,29,78
Gerald Fuss,DF,GO2 GO3,50,62,84
Gerald Gerund,PR,GO3 IE3,30,30,73
Gerald Pourer,MC,IE2 IE3,66,62,59
Gerda Dogge,DL,GO1 GO2 GO3,65,70,49
Gerhard Enders,PR,IE3,38,41,87
Gerry Attrick,DF,IE1 IE2 IE3,53,61,75
Gertrude Choker,PR,IE2 IE3,32,36,66
Gervasio Oliveira,DF,IE3,68,63,76
Gezun Dight,DL,GO2 GO3,80,84,40
Ghimus,MC,GO2 GO3,68,80,64
Ghiris,MC,GO2 GO3,72,76,62
Ghoulian Haunter,DL,IE3,66,68,39
Giallo Topazio,MC,IE3,73,69,47
Gianluca Zanardi,MC,IE3,70,80,60
Gigam,MC,GO3,63,76,56
Gigi Biasi,PR,GO3,30,34,82
Gigi Blasi,PR,GO1 GO2 IE3,35,35,84
Gigs,DF,IE2,58,64,76
Gil Holden,DF,IE2 IE3,46,62,66
Gil Rivers,DL,IE1 IE2 IE3,67,71,49
Gill Able,PR,IE1 IE2 IE3,39,34,71
Gill O'Mend,MC,IE1 IE2,67,71,54
Gill O’Mend,MC,IE3,65,69,53
Gilles de Rais,MC,GO2 GO3,70,76,57
Ginger Carret,PR,GO1 GO2 GO3,30,29,76
Ginji Santetsu,MC,GO2 GO3,64,72,50
Ginny White,DL,IE2 IE3,64,60,32
Giorgio Giannini,MC,IE3,70,83,62
Giselle Roque,DF,GO2 GO3,47,54,74
Giulio Acuto,MC,GO1 GO2 GO3 IE3,78,78,55
Giuseppe Cannavaro,DF,IE3,48,54,85
Giv'r Trupal,PR,GO2 GO3,34,40,83
Givtik,DL,GO3,76,74,40
Glacia Vessal,DL,GO3,77,73,42
Gladius Swinger,MC,IE3,63,68,51
Glasya,MC,IE3,86,80,49
Glaucous Gull,DL,GO1 GO2 GO3,73,71,38
Glen Adeer,DL,IE1 IE2 IE3,72,71,52
Glen Garry,MC,IE1 IE2 IE3,59,63,42
Glenn Broth,DF,IE2 IE3,51,60,70
Globulus Ava,DF,GO3,54,61,80
Gob I-H,DF,GO3,47,58,78
Gocker,DF,GO2 GO3 IE2,51,55,76
"Goldie ""G-Lo"" Locke",DL,GO2 GO3,68,62,47
Goldie Lemmon,DF,GO2 GO3,60,62,85
Goldie Locke,DL,GO1,70,62,50
Goldus Janque,PR,GO2 GO3,32,30,82
Golf,DF,GO2 GO3,52,46,78
Gomada,DL,GO3,76,72,40
Gonzalo Karter,PR,GO1 GO2 GO3,31,34,80
Goodie Touchouse,DF,IE3,48,60,71
Gord Squash,PR,GO1 GO2 GO3,30,27,76
Gordon Bolt,DF,GO1 GO2,50,66,76
Gordon Hoe,DF,GO1 GO2 GO3,45,50,74
Gordon Star,PR,IE3,34,41,78
Gore Lyath,MC,IE1 IE2 IE3,65,70,53
Gorota,DF,GO2 GO3,52,46,72
Goruji,DF,GO3,53,58,88
Goth Grimshaw,MC,GO1 GO2 GO3,72,76,51
Gouto Younosuke,MC,GO3,62,68,43
Gouzu,DF,GO3,52,57,76
Gracey Grapples,DF,IE3,55,61,77
Graham Awn,MC,GO2 GO3,70,74,46
Graham Bock,MC,GO1 GO2 GO3,61,73,49
Graham Dupree,PR,IE3,30,36,66
Graham Hush,DL,IE1 IE2 IE3,69,74,49
"Gram ""Vinyl"" Vineela",MC,GO2,64,79,58
Gram Vineela,MC,GO3 IE3,64,76,56
Grande Dｾaz,DF,IE3,49,62,82
Grandpa Danger,DF,GO1,44,55,82
Granpa Danger,DF,GO2 GO3,46,58,80
Grant Cook,PR,GO1 IE3,34,33,80
Grant Eldorado,PR,IE1 IE2 IE3,32,37,78
Grant Hoppa,MC,GO1 GO2 GO3,70,71,58
Grant Icewater,DF,IE3,62,69,68
Grant Mardy,DF,IE1 IE2 IE3,53,51,60
Grant Slammer,DL,IE1 IE2 IE3,65,70,34
Grant Stodgell,DL,IE2 IE3,78,65,40
Graplen Hawk,MC,IE3,55,85,60
Greena Grasse,PR,GO1 GO2 GO3,27,32,77
Greene Beray,DF,IE2 IE3,60,64,68
Greg Bernard,DL,IE1 IE2 IE3,67,70,41
Gregg Deremer,PR,IE2 IE3,42,36,62
Gregory Bones,MC,IE1 IE2 IE3,61,72,60
Gregory Saturn,MC,IE3,65,75,68
Grengo,MC,IE2,66,72,69
Grent,PR,GO2 GO3 IE2,33,32,77
Grew Driver,MC,IE1 IE2 IE3,75,76,64
Griff Hardcasel,DL,IE2 IE3,72,75,49
Griff Strummer,PR,IE1 IE2 IE3,36,34,71
Grigham,MC,GO2,64,76,57
Grigio Quarzo,PR,IE3,26,33,78
Grillo Santos,DL,IE3,74,72,44
Grim Jinxweaver,MC,IE3,67,69,54
Grisley Bear,DL,GO1 GO2 GO3,76,60,42
Griz Munkie,DL,GO1 GO2 GO3,74,67,38
Grizzler Bruin,PR,IE3,41,38,72
Grover Bearing,PR,IE1 IE2 IE3,36,32,69
Grover Noggin,MC,GO2 GO3 IE3,63,79,57
Grub Munsch,PR,GO2 GO3,26,26,74
Gruff Dorman,DL,IE3,73,73,51
Guan,DF,GO2,57,65,84
Guan Yu,DF,GO3,55,64,84
Gudrun Lodestone,DL,IE3,68,66,46
Guile Crocket,DF,IE1 IE2 IE3,55,55,71
Gumille,DF,GO2 GO3,50,60,79
Gunnar Boatwright,MC,IE3,71,77,55
Guppy Medika,DF,GO3,48,55,73
Guraami,DL,GO3,79,77,42
Gus Bagge,DL,GO1 GO2 GO3,69,63,39
Gus Duneaton,PR,GO1 GO2 GO3,28,30,77
Gus Gamer,DL,IE1 IE2 IE3,71,72,40
Gus Heeley,DL,IE1 IE2 IE3,81,78,41
Gus Martin,DF,GO1 GO2 GO3 IE1 IE2 IE3,60,67,78
Gus Potter,DF,IE1 IE2 IE3,47,61,70
Gus Tronom,DF,GO1 GO2 GO3,49,61,74
