nombre,posicion,juegos,ATT,CTL,DEF
Dios,MC,GO2,68,80,64
Direm Ederi,DL,IE3,73,68,42
Dirk Anlace,DF,GO1 GO2 GO3,52,56,70
Dirk Artz,DL,IE2 IE3,83,74,44
Dirk Byker,DF,IE3,42,60,64
Dirk Eisberg,MC,GO1 GO2 GO3,67,73,54
Dirk Point,MC,GO1 GO2 GO3,73,82,70
Django Keyes,PR,IE1 IE2 IE3,28,37,81
Djibz,MC,GO2 GO3,76,80,62
Djung Hamstah,DF,GO2 GO3,54,62,78
Dock Hickory,DF,GO1 GO2 GO3,55,67,69
Dolomite,MC,GO3,59,72,58
Dolph Hensen,MC,GO1 GO2 GO3 IE3,79,79,63
Dom Anding,MC,IE1 IE2 IE3,66,71,66
Dom Edarry,MC,IE2 IE3,72,70,56
Dom Foreman,MC,IE1 IE2 IE3,82,80,70
Dom Ittory,PR,IE1 IE2 IE3,34,34,70
Dom Poppy,PR,IE2 IE3,38,37,82
Dom Round,DF,IE2 IE3,44,50,60
Don Ation,DL,IE2 IE3,78,69,44
Don Capo,DL,GO1 GO2 GO3,83,69,39
Don Hooan,DF,GO2 GO3,54,70,70
Don Keys,DL,IE1 IE2 IE3,63,55,38
Don Prima,DF,GO1 GO2,56,60,73
Don Ringo,PR,IE1 IE2,36,32,71
Don Snow,PR,IE1 IE2 IE3,37,32,77
Donald Hooan,DF,GO1,62,75,72
Dong-Hyun Seul,DF,IE3,63,64,64
Donna Hooan,DF,GO1 GO2 GO3,50,54,74
Dooyoon Hong,DF,IE3,55,64,69
Dora Delight,MC,GO3 IE2 IE3,73,75,61
Dorian Lucenzo,DF,IE3,60,75,79
Dory O'Bonn,DF,IE2,43,46,58
Dory O’Bonn,DF,IE3,45,48,58
Dos Lightning,DL,GO1 GO2 GO3,83,60,34
Doshin Yomoyama,DF,GO2 GO3,50,52,72
Dottomaa,DL,GO3,78,72,44
Dotty Hickman,MC,IE2 IE3,69,80,66
Doug Baughan,DL,IE1 IE2 IE3,70,56,35
Doug Boateng,DL,GO2 GO3 IE3,75,70,40
Doug Lapp,DF,IE2 IE3,62,70,76
Doug Lee,DF,IE1,42,47,65
Doug McArthur,DL,GO1 GO2 GO3,79,72,45
Doug Outon,MC,IE1 IE2 IE3,58,64,45
Doug Spoddy,DF,GO1 GO2,54,64,72
Doug Walker,PR,IE1 IE2 IE3,32,34,70
"Dougal ""Hache"" Axe",DL,GO2,75,60,29
Dougal Axe,DL,GO1 GO3,76,63,30
Dougie McFlea,MC,IE1 IE2 IE3,70,72,66
"Douglas ""Dogfish"" Fische",DF,GO2 GO3,46,56,68
Douglas Fische,DF,GO1,58,59,70
"Downtworth ""Worthy"" Beyan",MC,GO2 GO3,72,82,70
Downtworth Beyan,MC,GO1,71,75,70
Doyle Palmer,PR,IE2 IE3,36,34,74
Drachen Gunther,MC,GO1 GO2 GO3 IE3,68,78,58
Drack Gorn,DF,IE2 IE3,66,59,76
Draco Scallon,DL,IE2 IE3,70,66,39
Dracon Yale,DF,GO1 GO2 GO3,51,56,75
Drago Hill,DL,IE3,89,63,42
Drakaina Eastwick,DF,GO1 GO2 GO3,56,60,76
Drake Dynamo,DF,IE3,68,59,80
Drancis Fake,DF,IE2 IE3,56,62,66
Dreama Bartle,DL,IE2 IE3,76,70,40
Dreama Paris,PR,GO1 GO2 GO3,33,34,81
"Drei ""3-White"" Whitely",MC,GO3,71,82,49
Drei Whitely,MC,GO1 GO2,68,77,50
"Drew ""Circle"" Serkell",MC,GO2,63,76,45
Drew Crenshaw,DF,IE1 IE2 IE3,51,64,62
Drew Faxon,DL,IE1 IE2 IE3,64,69,43
Drew Pii,MC,GO1 GO2 GO3,66,76,70
Drew Reiner,DF,IE1 IE2 IE3,63,70,72
Drew Serkell,MC,GO1 GO3,65,79,47
Drew Straitedge,PR,IE1 IE2 IE3,31,28,70
Drew Straws,DL,IE1 IE2 IE3,73,67,42
Dri Lightning,DF,GO1 GO2 GO3,51,58,80
Driss,DF,GO2 GO3,54,64,76
Droll,MC,GO2 GO3 IE2,72,80,58
Drone Naboon,DF,GO3,59,55,77
Droplit Turkana,MC,GO3,72,80,61
Drummond Bays,DL,GO1 GO2 GO3,80,75,35
Dryden Zephyr,MC,GO1 GO2 GO3,76,82,62
Drysden Waller,MC,IE3,78,79,45
Duane Jerus,DL,GO1 GO2 GO3,71,61,39
"Dub: Heidi ""Li'l Red"" Rood",DF,GO2,46,53,71
Ducksquiggan Barboyle,DL,GO3,79,71,43
"Due ""2-Black"" Blackley",DF,GO2,54,61,72
Due Blackley,DF,GO1,55,60,74
Duff Dooley,MC,GO1 GO2 GO3,70,76,64
Duff Natter,DF,GO3,53,53,77
Duke Darthmouth,DF,GO3,50,49,71
Duke Dartmouth,DF,GO1 GO2,52,50,74
Duke Scrubine,PR,IE2 IE3,36,38,75
Duncan Jump,DF,IE1 IE2 IE3,42,50,58
Dusky Sunfield,MC,IE1 IE2 IE3,75,71,59
Dustin Westend,DL,IE1 IE2 IE3,67,70,40
Dusty Rellicks,MC,IE1 IE2 IE3,66,77,62
Dusty Weeza,DF,GO1 GO2 GO3,54,58,67
Dva,DF,GO2,56,59,74
Dvalin,DL,IE2 IE3,85,81,43
Dvalin,PR,GO3 IE2 IE3,42,39,78
Dwayne Woo,MC,IE1 IE2 IE3,75,73,66
Dwight Self,DL,IE1 IE2 IE3,76,65,41
Dwight Whittaker,DF,GO1 GO3,50,54,78
Dylan Bluemoon,DL,IE3,83,71,39
Dylan Keats,DL,GO1 GO2 GO3 IE3,82,72,40
Dylan Magpie,PR,IE1 IE2 IE3,32,36,75
Dylan Quint,MC,GO1 GO2 GO3,71,75,62
Dylan Swan,DL,IE1 IE2 IE3,63,55,29
Eai,PR,GO2,31,35,81
Earl Bird,PR,IE3,29,29,77
Earl Eton,MC,GO1 GO3,72,75,61
Earl Grayson,DF,IE1 IE2 IE3,61,66,74
Earle Humble,DF,IE3,59,64,72
Earnest Bookworm,PR,IE2 IE3,34,38,75
Eartha Toughlove,PR,GO1 GO3,32,30,82
Eathan Ringer,DL,IE1 IE2 IE3,75,66,48
Eaton Rampage,DL,IE1 IE2 IE3,67,64,36
Ebenezer Marner,DF,IE1 IE2 IE3,40,46,64
Ebirina,MC,IE2 IE3,64,71,54
Echo,DF,GO2 GO3,55,60,74
Ed Dupee,DF,IE1 IE2 IE3,40,45,63
Ed Halley,MC,IE1 IE2 IE3,58,62,52
Ed Hartsell,DF,IE2 IE3,58,60,69
Ed Ison,MC,GO1 GO2 GO3,67,67,56
Ed Jogge,DF,GO1 GO2 GO3,59,65,74
Ed Ripp,DF,IE1 IE2 IE3,44,59,69
Eddie Burroughs,DL,GO2 GO3,80,73,30
Eddie Prentice,DL,IE1 IE2 IE3,70,67,36
Eddy Pentaris,PR,IE2 IE3,35,38,82
Eddy Steady,DL,GO2 GO3 IE3,83,75,40
Edgar Partinus,DL,GO1 GO2 GO3 IE3,84,74,40
Edge Ripper,DF,IE3,55,63,78
Edison Ford,MC,IE3,71,71,62
Edward Albion,PR,IE1 IE2 IE3,38,39,74
Edward Baron,DL,IE2 IE3,82,77,55
Edward Gladstone,MC,IE1 IE2 IE3,79,80,68
Edward HeadBosque,DF,GO2,50,65,62
Edward Headwood,DF,GO1 GO3,51,68,62
Eggbert Heading,DL,IE1 IE2 IE3,77,62,53
Egon Omercer,PR,IE2 IE3,40,36,77
Egon Timing,MC,IE2 IE3,65,65,56
Egor Coxcomb,PR,GO1 GO2 GO3,30,31,80
Ei King,DF,IE1 IE2 IE3,64,60,66
Ei Mantaray,MC,GO3,75,78,52
"Eins ""1-White"" Whitely",PR,GO3,31,35,79
Eins Whitely,PR,GO1 GO2,32,34,79
Eira Dynamic,PR,GO1 GO2 GO3,32,33,81
Eka,PR,GO2 GO3,34,31,82
Ekadel,DF,GO1 GO2 GO3 IE3,53,61,77
ElYess Viisi,DF,GO1,57,62,68
Elata Mighty,DF,IE2 IE3,60,70,78
Eldritch Priest,PR,IE3,39,34,76
Elegance Stuckon,DL,IE2 IE3,68,70,48
Elf Lightning,PR,GO1 GO2 GO3,30,32,81
Elias Lens,MC,IE2 IE3,72,73,69
Elinor Maven,DL,IE2 IE3,74,67,47
Elizabeth Buble,DL,GO1 GO2 GO3,80,71,41
Eljas Viisi,DF,GO2 GO3,56,66,77
Elsa Roamer,DL,GO2 IE2 IE3,66,61,32
Elvis Schumacher,MC,IE3,59,71,50
Em Tee,DL,GO2 GO3,78,72,40
"Emett ""Emerald"" Raldo",DL,GO2,78,66,31
Emett Raldo,DL,GO1 GO3,75,66,34
Emilia Odde,PR,GO1 GO2 GO3,31,34,80
Emma Barres,DF,IE2 IE3,45,52,64
Emmanuel Ewerz,DF,IE3,68,73,74
Emmy Altava,DL,GO2 GO3,82,76,34
Emosuke Rokudo,DL,GO2 GO3,79,70,40
En Sicks,DF,GO2 GO3,51,54,73
En Sicks Hyperdrive,DF,GO3,50,58,74
Endura Vigil,DL,GO2 GO3,72,55,28
Enimaux,PR,GO2,30,33,81
Enimo,PR,GO3,29,33,81
Enrico Oliviero,MC,IE3,78,82,60
Eoin Geary,DL,GO2 GO3,80,74,40
Eolia Amhart,MC,GO1 GO2 GO3,68,75,62
Eos Dawn,PR,GO1 GO3,28,31,80
Equin Knocks,MC,IE1 IE2 IE3,74,74,67
Eren Middleton,DF,IE1 IE2 IE3,50,53,61
Erhard Blower,DL,IE1 IE2 IE3,71,70,42
Erhardt Knead,DF,IE2 IE3,46,48,61
Eric Byrne,DL,GO1 GO2 GO3,76,67,47
Eric Motter,MC,GO2,58,69,50
Eric Motter,PR,IE2 IE3,33,32,82
Eric Purpleton,MC,IE3,78,78,62
Erica Hogland,DL,IE2 IE3,66,69,40
Erik Eagle,MC,GO1 GO2 GO3 IE1 IE2 IE3,82,79,66
Erik Pentona,DL,GO1 GO2 GO3,80,64,37
Erik Strongarm,PR,IE3,36,34,78
Ernest Byer,DL,IE1 IE2 IE3,71,68,45
Ernest Etson,PR,GO1 GO2 GO3,30,31,80
Ernest Goodman,MC,IE3,58,89,62
Erneste LaRue,PR,GO2 GO3,32,38,84
Ernie Riddell,DL,IE1 IE2 IE3,67,72,35
Ernst Fliedner,MC,IE3,75,85,65
Errol Lorre,DL,IE1 IE2 IE3,73,69,42
Erue,MC,GO3,77,79,66
Erwin Goel,DF,GO1 GO2 GO3,50,59,75
Erwin Vﾇlz,DL,IE3,80,81,44
Esau Fagus,DL,IE1 IE2 IE3,65,60,41
Esau Tariq,MC,GO1 GO2 GO3,77,81,61
Escavan Malice,DL,GO1 GO2 GO3 IE3,80,70,45
Escott Aspen,DL,GO1 GO2 GO3,74,73,45
Eska Layte,DL,GO1 GO2 GO3,72,59,37
Esme Hexe,MC,GO1 GO2 GO3,65,74,65
Esme Trance,DF,GO2,51,56,72
Esme la Trance,DF,GO3,49,59,74
Esteban Carlos,MC,IE3,75,76,72
Esteban Range,PR,GO1 GO2 GO3,31,30,79
Esther Egerer,DL,GO2 GO3 IE2 IE3,79,69,42
Esther Greenland,DF,IE2 IE3,59,64,68
Ethan Swallow,MC,IE2 IE3,74,76,68
Ethan Whitering,MC,GO1 GO3 IE3,68,77,60
Etna Horx,MC,GO3,72,81,63
Eton Messer,MC,IE2 IE3,74,80,60
Euan Stamper,DF,IE1 IE2 IE3,65,48,61
Eugene Conwell,DL,GO2 GO3 IE2 IE3,74,69,38
Eugene Peabody,MC,GO1 GO2 GO3,66,79,47
Eunyeong Kim,MC,IE3,63,79,80
Eva Chatton,DL,IE3,71,71,39
Evan Yielding,DL,IE1 IE2 IE3,69,66,45
Eveline Veitch,MC,IE3,66,66,56
Everard Valiant,DF,GO1 GO2 GO3,52,65,79
"Evita ""Goe"" Gowell",PR,GO2 GO3,30,30,80
Evita Gowell,PR,GO1,30,31,82
Ewa Mouton,DF,GO2 GO3,54,64,76
Ewan Envoi,MC,IE3,58,65,46
Ewan Liner,PR,IE1 IE2 IE3,33,43,73
Ezio Ryder,DF,IE3,58,70,66
F. Riversong,MC,IE1,58,64,51
Fabrice Pesci,DF,IE3,51,62,65
Fabrice Soffner,DL,IE3,69,65,39
Fada Prendi,DL,GO2 GO3 IE3,74,68,39
Fae Grimm,DF,GO2,50,55,80
Faiv Ess,DF,GO2 GO3,52,56,70
Fala Polaris,DF,IE3,42,50,68
Falah Hazbin,MC,IE3,75,68,45
Falco Flashman,DL,GO3,78,77,41
Falco Peregrine,DF,GO1 GO2 GO3,53,66,76
Falcｨo Da Silva,PR,IE3,32,37,83
Falso Victor,DL,GO3,81,65,53
Fane Club,PR,IE1 IE2 IE3,29,29,79
Fanella Waftgood,MC,IE3,58,66,65
Fanny Oakley,DL,IE3,69,64,34
Fanqs Kamagen,DL,GO3,79,72,35
Faraz Farooq,DF,IE3,55,60,70
Farrah Fairway,DL,IE2 IE3,69,70,44
Farris Stickman,DF,IE2 IE3,56,64,68
Faulk Dansa,DF,GO1 GO2 GO3,55,65,71
Fawn Blossom,DF,IE2 IE3,48,56,58
Faye Ted,MC,GO1 GO2 GO3,69,84,63
Fayette Riversong,MC,IE2 IE3,68,70,56
Faythe Heeler,DF,GO2 GO3,46,62,76
Federico Rubiera,DL,IE3,69,86,28
Federigo Cinco,MC,GO1 GO2 GO3,73,74,61
Fedora,MC,IE2,76,73,58
Feduhm,PR,GO2 GO3,36,30,85
Fei Rune,DL,GO2 GO3,79,71,40
Felix Higgins,MC,GO1 GO2 GO3,68,76,66
Fen Skates,DL,IE2 IE3,67,71,47
Ferdinand Delafünfe,MC,GO1 GO2 GO3,74,74,58
Fermｾn Sｲnchez,PR,IE3,28,26,89
Fern Mycota,DF,IE2 IE3,56,56,66
Fez Monkton,DL,IE3,70,70,40
Filbert Chestnut,DF,GO1 GO2 GO3,46,47,70
Filbert Weissman,DL,GO1 GO2 GO3,80,67,39
Fingus Inky,MC,IE1 IE2 IE3,71,75,67
Finn Attick,DF,IE1 IE2 IE3,60,64,74
Finn Boyle,DF,GO1 GO2 GO3,54,66,79
Finn Carper,PR,IE1 IE2 IE3,37,29,75
Finn Geld,DL,IE2 IE3,82,74,57
Finn Sawyer,PR,IE1 IE2 IE3,34,39,71
Finn Stoned,DF,IE1 IE2 IE3,56,59,67
"Fishel ""Toc"" Bucket",DF,GO2,54,59,77
Fishel Bucket,DF,GO1 GO3,54,60,82
Fivier Saviola,MC,GO1 GO2 GO3,76,77,52
Flam Berger,DL,GO1 GO2 GO3,83,64,42
Fletch Blitzen,DL,GO1 GO2,78,76,32
Fletch Blizten,DL,GO3,78,74,34
"Flick ""Screen"" Screening",DF,GO2 GO3,44,54,72
Flick Screening,DF,IE3,43,49,60
Flint Charcoal,MC,GO1 GO2 GO3,71,77,61
Flip Sliden,DL,IE2 IE3,72,77,48
Flo Nighting,DF,IE2 IE3,48,53,64
Flora,DL,GO2 GO3,80,76,42
Flora Summars,DL,GO2 GO3 IE2 IE3,76,72,43
Florence Oderly,DF,GO2,51,60,71
Florence Orderly,DF,GO1 GO3,52,61,70
Florence Tripps,DF,IE3,48,62,65
Florian Fauna,DL,IE2 IE3,74,78,42
Florian Hutter,MC,IE1 IE2 IE3,70,70,61
Florian Selles,DL,IE1 IE2 IE3,70,71,47
Floyd Spades,MC,IE2 IE3,76,70,62
Flynt Pine,DF,GO1 GO2 GO3,52,62,74
Foe Chuudas,DF,GO3,60,65,81
Fogara,DL,GO3,79,71,47
Folda Steel,DF,GO1 GO2 GO3,56,63,71
Foley Edge,DF,GO1 GO2 GO3,53,58,75
Folie Vora,MC,GO2 GO3,74,78,63
Folke Fem,MC,GO1 GO2 GO3,77,77,50
Fonda Katz,MC,IE2 IE3,74,70,66
Fontaine Tapper,DL,IE1 IE2 IE3,66,71,42
Formiga Clemens,DF,IE3,55,64,78
Fox Copier,DL,IE1 IE2 IE3,73,65,41
Fox Wiley,DF,IE3,54,54,62
Foxtrot,MC,GO2,75,81,63
Foxtrox,MC,GO3,74,83,62
Fran Zimmer,DF,IE1 IE2 IE3,58,58,69
Francie Holly,MC,GO1 GO2 GO3,74,78,65
Francis Paine,MC,GO3 IE1 IE2 IE3,62,72,58
Francis Poujol,DF,IE3,57,63,70
Francis Shoe,DL,GO1 GO2 GO3,76,57,38
Francis Tell,MC,IE1 IE2 IE3,61,68,54
Francis Tuffnot,DF,GO1 GO2,56,68,70
Francis Tuffnot,MC,GO3,70,77,66
"Frank ""Reddy"" Redmond",DL,GO2 GO3,74,64,36
Frank Drake,DF,GO1 GO2 GO3 IE1 IE2 IE3,52,56,69
Frank Foreman,DF,GO3,46,55,82
Frank Homey,DF,IE2 IE3,44,60,64
Frank Koshar,DL,IE1 IE2 IE3,68,67,47
Frank Lyn,DL,GO1 GO2 GO3,72,61,42
Frank Meyer,MC,IE1 IE2 IE3,69,74,66
Frank Redmond,DL,GO1,76,69,40
Frank Wintersea,DF,GO3,52,52,67
Frankie Boulder,DL,GO1 GO2 GO3,69,63,49
Franz,DL,GO2,78,62,28
"Fred ""Wheels"" Wheeler",DF,GO2 GO3,57,66,80
Fred Crumb,DF,IE1 IE2 IE3,47,52,61
Fred Featherstonhaugh,PR,GO1 GO2 GO3,29,28,78
Fred Ferrell,MC,IE1 IE2 IE3,75,64,69
Fred Makepeace,DF,IE1 IE2 IE3,40,53,74
Fred Punch,DF,IE2 IE3,55,68,72
Fred Sidemanners,PR,GO1 GO2 GO3,28,29,77
Fred Wheeler,DF,GO1,54,64,71
"Freddie ""Aster"" Stayre",MC,GO2,66,73,70
Freddie Stayre,MC,GO1 GO3,68,80,74
Freddy McQueen,PR,IE3,32,37,89
Freyer Monk,DF,GO1 GO2 GO3,51,51,81
Friedrich Schiller,DL,GO1 GO2 GO3,81,76,42
Fritz Brisk,MC,GO1 GO2 GO3,73,76,63
Fritzy Flaps,MC,GO1 GO2 GO3,67,74,59
Frost,DL,IE2,74,76,44
Frosty Patissier,DF,GO1 GO2 GO3,48,57,75
Fry Vollity,DF,IE1 IE2 IE3,61,58,65
Fumh,DF,GO2 GO3,54,60,78
Fumi-chan,MC,GO3,69,80,68
Furanuame Hideri,MC,GO3,76,79,64
Furinto Hiutchi,DF,GO3,55,60,76
Fuu,PR,GO3,31,31,76
"Fünf ""5-White"" Whitely",DL,GO3,76,74,43
Fünf Whitely,DL,GO1 GO2,76,74,46
Fürimmer Jung,DF,GO1 GO2,52,63,71
"Gabe ""Roundy"" Roundhouse",PR,GO2 GO3,34,32,83
Gabe Roundhouse,PR,GO1,34,29,79
Gabriel Garcia,DF,GO1 GO2,50,60,72
Gabriel García,DF,GO3,52,61,75
Gabriel Jax,DL,IE3,78,78,46
Gabriel Shekinah,MC,IE1 IE2 IE3,78,76,67
Gaby Farmer,DL,IE1 IE2 IE3,73,71,46
Gadish Oldman,DF,GO1 GO2,48,50,68
Gaiel,DL,GO1 GO2 GO3 IE3,78,74,42
Gail Baker,DF,GO1 GO3 IE3,50,57,68
Gail Ellement,DF,IE3,49,73,59
Galahad Chevalier,DL,IE3,87,74,28
Gale Mistral,DF,GO1 GO2 GO3,51,58,79
Gale Sweep,DF,GO1 GO2 GO3,57,65,76
Galen Thunderbird,DF,IE1 IE2 IE3,62,64,70
Galileo,PR,GO3 IE2,39,36,79
Gamal Everlast,MC,GO1 GO2 GO3,77,83,56
Gamma,DL,GO2,84,83,41
Gammon Checker,PR,GO2 GO3,28,32,81
Gandares Baran,DL,GO3,81,74,44
"Ganeko ""Garnett""Zakuro",DF,GO3,53,57,79
Gansos,DL,GO3,81,76,42
Ganymede,DF,IE2,62,70,68
Gara Haliza,DL,GO3,77,72,43
Garaf Saratoga,MC,GO3,76,76,65
Gareth Flare,DL,IE3,86,79,51
Garjan Cypress,MC,IE3,73,73,55
Garland Gathers,MC,IE1 IE2 IE3,71,64,50
Garreau,MC,GO2 GO3,78,82,62
Garret Hairtown,DF,IE1 IE2 IE3,62,69,73
"Garreth ""Garnet"" Nett",DF,GO2,54,58,80
Garreth Nett,DF,GO1,49,52,73
Garry Planer,PR,IE2 IE3,34,34,73
Gary Baldi,DF,IE3,62,48,60
Gary Burdine,DF,IE2 IE3,65,71,72
Gary Lancaster,DL,IE1 IE2 IE3,82,71,48
Gary Mane,MC,IE3,75,89,67
Gary Osoto,DF,IE1 IE2 IE3,50,64,66
Gary Primo,DL,IE2 IE3,80,66,42
Gary Salmon,PR,IE1 IE2 IE3,35,34,75
Gaston Berry,DL,IE1 IE2 IE3,62,58,28
Gaston Cooley,PR,IE2 IE3,35,37,78
Gato Carvalho,DL,IE3,84,79,54
Gauge Diven,DF,IE1 IE2 IE3,55,62,68
Gayle Revel,MC,IE2 IE3,79,76,60
Gazelle,DL,GO2,82,77,46
Gazza Irons,PR,GO1 GO2 GO3,31,32,80
"Gee ""Geek"" Kasoid",MC,GO3,61,71,53
Gee Kasoid,MC,GO1 GO2,64,74,56
Geert Vandevijf,DL,GO1 GO2 GO3,77,67,33
Gele,DF,GO2 IE2,52,59,70
Gem Shorn,PR,IE2 IE3,42,42,82
Gem Strata,DF,IE2 IE3,56,61,64
Gen Tallgiant,DF,GO1 GO2 GO3,51,51,75
Gen Tillmann,DF,GO1 GO2 GO3,46,52,74
Genbu Fuyuki,DL,GO3,82,74,47
Gene Bates,DF,IE1 IE2 IE3,59,59,69
Gene Bottle,DL,IE1 IE2 IE3,72,65,49
Gene Bulge,DL,IE3,76,61,36
Gene Ghiskhan,DF,GO1 GO2 GO3,48,48,80
Gene Whalon,PR,IE3,36,40,85
Genel,DF,IE3,63,69,82
Genghis Cohen,MC,IE3,73,76,61
Gengor,PR,GO3,37,34,80
Genko Ka,DL,GO3,82,76,41
Gennady Golbakh,DF,GO3,58,56,75
Gentian,DL,GO2 GO3,82,76,34
George Barros,DL,IE2 IE3,75,79,54
George Winters,DL,GO2 IE1 IE2 IE3,73,80,51
George Wu,MC,GO1 GO2 GO3,75,74,49
Georgio Plumber,DL,IE2 IE3,76,72,43
Gerald,PR,GO2,29,29,80
Gerald Fuss,DF,GO2 GO3,52,63,81
Gerald Gerund,PR,GO3 IE3,31,29,77
Gerald Pourer,MC,IE2 IE3,72,64,64
Gerda Dogge,DL,GO1 GO2 GO3,68,69,46
Gerhard Enders,PR,IE3,39,40,87
Gerry Attrick,DF,IE1 IE2 IE3,56,62,73
Gertrude Choker,PR,IE2 IE3,33,34,73
Gervasio Oliveira,DF,IE3,68,64,73
Gezun Dight,DL,GO2 GO3,82,82,40
Ghimus,MC,GO2 GO3,72,81,68
Ghiris,MC,GO2 GO3,76,78,66
Ghoulian Haunter,DL,IE3,68,68,38
Giallo Topazio,MC,IE3,76,71,53
Gianluca Zanardi,MC,IE3,75,82,65
Gigam,MC,GO3,68,78,62
Gigi Biasi,PR,GO3,32,33,83
Gigi Blasi,PR,GO1 GO2 IE3,36,34,85
Gigs,DF,IE2,60,65,73
Gil Holden,DF,IE2 IE3,48,63,64
Gil Rivers,DL,IE1 IE2 IE3,70,71,47
Gill Able,PR,IE1 IE2 IE3,40,33,75
Gill O'Mend,MC,IE1 IE2,72,74,60
Gill O’Mend,MC,IE3,70,71,59
Gilles de Rais,MC,GO2 GO3,74,78,63
Ginger Carret,PR,GO1 GO2 GO3,31,29,79
Ginji Santetsu,MC,GO2 GO3,69,76,56
Ginny White,DL,IE2 IE3,67,60,30
Giorgio Giannini,MC,IE3,74,84,67
Giselle Roque,DF,GO2 GO3,50,54,72
Giulio Acuto,MC,GO1 GO2 GO3 IE3,80,79,61
Giuseppe Cannavaro,DF,IE3,51,55,82
Giv'r Trupal,PR,GO2 GO3,36,39,84
Givtik,DL,GO3,79,73,39
Glacia Vessal,DL,GO3,80,72,41
Gladius Swinger,MC,IE3,67,71,57
Glasya,MC,IE3,86,82,55
Glaucous Gull,DL,GO1 GO2 GO3,75,71,36
Glen Adeer,DL,IE1 IE2 IE3,75,71,49
Glen Garry,MC,IE1 IE2 IE3,63,65,47
Glenn Broth,DF,IE2 IE3,54,60,67
Globulus Ava,DF,GO3,57,61,77
Gob I-H,DF,GO3,50,59,75
Gocker,DF,GO2 GO3 IE2,53,55,74
"Goldie ""G-Lo"" Locke",DL,GO2 GO3,70,62,45
Goldie Lemmon,DF,GO2 GO3,62,62,82
Goldie Locke,DL,GO1,73,61,48
Goldus Janque,PR,GO2 GO3,33,29,84
Golf,DF,GO2 GO3,56,46,74
Gomada,DL,GO3,79,72,39
Gonzalo Karter,PR,GO1 GO2 GO3,32,33,81
Goodie Touchouse,DF,IE3,51,61,68
Gord Squash,PR,GO1 GO2 GO3,31,27,79
Gordon Bolt,DF,GO1 GO2,54,66,74
Gordon Hoe,DF,GO1 GO2 GO3,47,50,72
Gordon Star,PR,IE3,36,40,80
Gore Lyath,MC,IE1 IE2 IE3,70,72,59
Gorota,DF,GO2 GO3,56,46,70
Goruji,DF,GO3,56,59,85
Goth Grimshaw,MC,GO1 GO2 GO3,76,78,57
Gouto Younosuke,MC,GO3,66,71,48
Gouzu,DF,GO3,55,58,74
Gracey Grapples,DF,IE3,57,62,75
Graham Awn,MC,GO2 GO3,74,78,52
Graham Bock,MC,GO1 GO2 GO3,65,76,54
Graham Dupree,PR,IE3,31,36,72
Graham Hush,DL,IE1 IE2 IE3,72,73,47
"Gram ""Vinyl"" Vineela",MC,GO2,68,81,64
Gram Vineela,MC,GO3 IE3,70,78,62
Grande Dｾaz,DF,IE3,53,62,79
Grandpa Danger,DF,GO1,46,56,79
Granpa Danger,DF,GO2 GO3,48,60,77
Grant Cook,PR,GO1 IE3,35,32,82
Grant Eldorado,PR,IE1 IE2 IE3,34,36,81
Grant Hoppa,MC,GO1 GO2 GO3,75,73,64
Grant Icewater,DF,IE3,64,70,65
Grant Mardy,DF,IE1 IE2 IE3,56,52,58
Grant Slammer,DL,IE1 IE2 IE3,68,70,33
Grant Stodgell,DL,IE2 IE3,80,64,39
Graplen Hawk,MC,IE3,58,85,65
Greena Grasse,PR,GO1 GO2 GO3,27,31,79
Greene Beray,DF,IE2 IE3,62,65,65
Greg Bernard,DL,IE1 IE2 IE3,69,69,40
Gregg Deremer,PR,IE2 IE3,42,36,70
Gregory Bones,MC,IE1 IE2 IE3,66,75,65
Gregory Saturn,MC,IE3,69,78,71
Grengo,MC,IE2,71,75,72
Grent,PR,GO2 GO3 IE2,34,31,80
Grew Driver,MC,IE1 IE2 IE3,78,78,68
Griff Hardcasel,DL,IE2 IE3,75,74,47
Griff Strummer,PR,IE1 IE2 IE3,37,33,75
Grigham,MC,GO2,69,79,63
Grigio Quarzo,PR,IE3,26,32,80
Grillo Santos,DL,IE3,77,72,43
Grim Jinxweaver,MC,IE3,72,72,60
Grisley Bear,DL,GO1 GO2 GO3,78,60,41
Griz Munkie,DL,GO1 GO2 GO3,78,67,37
Grizzler Bruin,PR,IE3,41,38,76
Grover Bearing,PR,IE1 IE2 IE3,37,32,74
Grover Noggin,MC,GO2 GO3 IE3,67,81,63
Grub Munsch,PR,GO2 GO3,26,26,77
Gruff Dorman,DL,IE3,76,72,48
Guan,DF,GO2,59,65,81
Guan Yu,DF,GO3,58,64,81
Gudrun Lodestone,DL,IE3,71,65,44
Guile Crocket,DF,IE1 IE2 IE3,58,56,69
Gumille,DF,GO2 GO3,54,61,76
Gunnar Boatwright,MC,IE3,75,79,61
Guppy Medika,DF,GO3,51,56,70
Guraami,DL,GO3,81,76,41
Gus Bagge,DL,GO1 GO2 GO3,72,63,38
Gus Duneaton,PR,GO1 GO2 GO3,29,29,79
Gus Gamer,DL,IE1 IE2 IE3,74,71,39
Gus Heeley,DL,IE1 IE2 IE3,83,77,40
Gus Martin,DF,GO1 GO2 GO3 IE1 IE2 IE3,62,68,75
Gus Potter,DF,IE1 IE2 IE3,49,62,68
Gus Tronom,DF,GO1 GO2 GO3,51,61,71
